
# Son of Zakhaev,,,,,,,,,,,,,,,,,,,,,,,
ambush_soz_stopthebloodshed,,voiceovers/UK/Ambush/ambush_soz_8_1.wav,0.45,0.45,,,360,6000,mission,streamed,,,,ambush,,,,,,,,,0.1
ambush_soz_deadsoonanyway,,voiceovers/UK/Ambush/ambush_soz_8_5.wav,0.45,0.45,,,360,6000,mission,streamed,,,,ambush,,,,,,,,,0.1
ambush_soz_gofyourself,,voiceovers/UK/Ambush/ambush_soz_8_7.wav,0.45,0.45,,,360,6000,mission,streamed,,,,ambush,,,,,,,,,0.1


#*****ARMADA,,,,,,,,,,,,,,,,,,,,,,,

#Generic Marine 1,,,,,,,,,,,,,,,,,,,,,,,
armada_gm1_gogogo,,voiceovers/US/Armada/armada_gm1_4_2.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,,,,,,,,,0.1
armada_gm1_breaching,,voiceovers/US/Armada/armada_gm1_5_6.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,,,,,,,,,0.1
armada_gm1_negid,,voiceovers/US/Armada/armada_gm1_5_9.2_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_GM1_NEGID592,,,,,radio,nowetlevel,,0.1
armada_gm1_rightsideclear,,voiceovers/US/Armada/armada_gm1_6_3.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM1_RIGHTSIDECLEAR63,,,,,,,,0.1
armada_gm1_reinforcements,,voiceovers/US/Armada/armada_gm1_7_1.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM1_REINFORCEMENTS71,,,,,,,,0.1
armada_gm5_watchyourfire,,voiceovers/US/Armada/armada_gm1_7_5.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM1_WATCHYOURFIRE75,,,,,,,,0.1
armada_gm1_friendlieshere,,voiceovers/US/Armada/armada_gm1_7_6.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM1_FRIENDLIESHERE76,,,,,,,,0.1
armada_gm1_tvstation,,voiceovers/US/Armada/armada_gm1_8_1.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM1_TVSTATION81,,,,,,,,0.1
armada_gm1_breachingbreaching,,voiceovers/US/Armada/armada_gm1_8_4.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,,,,,,,,,0.1
armada_gm1_goesourboys,,voiceovers/US/Armada/armada_gm1_10_2.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,,,,,,,,,0.1
armada_gm1_sevenraidsinthreedays,,voiceovers/US/Armada/armada_gm1_11_6.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM1_SEVENRAIDSINTHREEDAYS116,,,,,,,,0.1
armada_gm1_niceone,,voiceovers/US/Armada/armada_gm1_11_11.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM1_NICEONE1111,,,,,,,,0.1
armada_gm1_clear,,voiceovers/US/Armada/armada_gm1_11_14.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,,,,,,,,,0.1
armada_gm1_onaloop,,voiceovers/US/Armada/armada_gm1_11_18.1.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM1_ONALOOP11181,,,,,,,,0.1

#Generic Marine 2,,,,,,,,,,,,,,,,,,,,,,,
armada_gm2_moveitmoveit,,voiceovers/US/Armada/armada_gm2_4_3.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,,,,,,,,,0.1
armada_gm2_nosign,,voiceovers/US/Armada/armada_gm2_5_9.3_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_GM2_NOSIGN593,,,,,radio,nowetlevel,,0.1
armada_gm2_centerclear,,voiceovers/US/Armada/armada_gm2_6_5_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_GM2_CENTERCLEAR65,,,,,radio,nowetlevel,,0.1
armada_gm2_friendliesmovinup,,voiceovers/US/Armada/armada_gm2_7_2.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM2_FRIENDLIESMOVINUP72,,,,,,,,0.1
armada_gm2_oorah,,voiceovers/US/Armada/armada_gm2_10_3.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,,,,,,,,,0.1
armada_gm2_clear,,voiceovers/US/Armada/armada_gm2_11_15.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM2_CLEAR1115,,,,,,,,0.1
armada_gm2_nothere,,voiceovers/US/Armada/armada_gm2_11_17.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM2_NOTHERE1117,,,,,,,,0.1

#Generic Marine 3,,,,,,,,,,,,,,,,,,,,,,,
armada_gm3_blockingpositions,,voiceovers/US/Armada/armada_gm3_5_1.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,,,,,,,,,0.1
armada_gm3_checkfire,,voiceovers/US/Armada/armada_gm3_7_3.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM3_CHECKFIRE73,,,,,,,,0.1
armada_gm3_watchyourselves,,voiceovers/US/Armada/armada_gm3_9_1_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_GM3_WATCHYOURSELVES91,,,,,radio,nowetlevel,,0.1
armada_gm3_oorah,,voiceovers/US/Armada/armada_gm3_10_4.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,,,,,,,,,0.1
armada_gm3_roomclear,,voiceovers/US/Armada/armada_gm3_11_16.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM3_ROOMCLEAR1116,,,,,,,,0.1
armada_gm3_itsarecording,,voiceovers/US/Armada/armada_gm3_11_18.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM3_ITSARECORDING1118,,,,,,,,0.1


#Generic Marine 4,,,,,,,,,,,,,,,,,,,,,,,
armada_gm4_withyou,,voiceovers/US/Armada/armada_gm4_5_4.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM4_WITHYOU54,,,,,,,,0.1
armada_gm4_headsup,,voiceovers/US/Armada/armada_gm2_7_4.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GM4_HEADSUP74,,,,,,,,0.1

#Female Pilot,,,,,,,,,,,,,,,,,,,,,,,
armada_fhp_copystrikersixfour,,voiceovers/US/Armada/armada_fhp_1_2_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1
armada_fhp_copy,,voiceovers/US/Armada/armada_fhp_1_4_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1
armada_fhp_rogerthat,,voiceovers/US/Armada/armada_fhp_2_2_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1
armada_fhp_gotvisual,,voiceovers/US/Armada/armada_fhp_3_1_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1

#Helicopter Pilot 1,,,,,,,,,,,,,,,,,,,,,,,
armada_hp1_shorelineinview,,voiceovers/US/Armada/armada_mhp_1_1_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1
armada_hp1_feetdrytenseconds,,voiceovers/US/Armada/armada_mhp_1_3_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1
armada_hp1_takingfirehere,,voiceovers/US/Armada/armada_mhp_2_1_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1
armada_hp1_thatwasclose,,voiceovers/US/Armada/armada_mhp_2_3_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1
armada_hp1_copythat,,voiceovers/US/Armada/armada_mhp_3_2_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1
armada_hp1_fiveseconds,,voiceovers/US/Armada/armada_mhp_3_3_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1
armada_hp1_standbygreenlight,,voiceovers/US/Armada/armada_mhp_3_4_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1

# MSgt Vasquez,,,,,,,,,,,,,,,,,,,,,,,
armada_vsq_downtheropes,,voiceovers/US/Armada/armada_vsq_4_1_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1
armada_vsq_secondsquadonme,,voiceovers/US/Armada/armada_vsq_5_2_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_SECONDSQUADONME52,,,,,radio,nowetlevel,,0.1
armada_vsq_sidedoorbreach,,voiceovers/US/Armada/armada_vsq_5_3_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_SIDEDOORBREACH53,,,,,radio,nowetlevel,,0.1
armada_vsq_blowcharge,,voiceovers/US/Armada/armada_vsq_5_5_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_BLOWCHARGE55,,,,,radio,nowetlevel,,0.1
armada_vsq_breaching,,voiceovers/US/Armada/armada_vsq_5_7_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1
armada_vsq_gogogo,,voiceovers/US/Armada/armada_vsq_5_8_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1
armada_vsq_jacksonpoint,,voiceovers/US/Armada/armada_vsq_5_9.wav,0.8,0.8,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_JACKSONPOINT59,,,,,,,,0.1
armada_vsq_allcallsigns,,voiceovers/US/Armada/armada_vsq_5_9.1_R.wav,0.99,0.99,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_ALLCALLSIGNS591,,,,,,,,0.1
armada_vsq_onetwentyonesitrep,,voiceovers/US/Armada/armada_vsq_6_1_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_ONETWENTYONESITREP61,,,,,radio,nowetlevel,,0.1
armada_vsq_onethreeonecheckin,,voiceovers/US/Armada/armada_vsq_6_3_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_ONETHREEONECHECKIN63,,,,,radio,nowetlevel,,0.1
armada_vsq_rogerthat,,voiceovers/US/Armada/armada_vsq_6_6.1_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_ROGERTHAT661,,,,,radio,nowetlevel,,0.1
armada_vsq_donthavealasad,,voiceovers/US/Armada/armada_vsq_6_6_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_DONTHAVEALASAD66,,,,,radio,nowetlevel,,0.1
armada_vsq_halfclickeast,,voiceovers/US/Armada/armada_vsq_6_7_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_HALFCLICKEAST67,,,,,radio,nowetlevel,,0.1
armada_vsq_moveout,,voiceovers/US/Armada/armada_vsq_6_8_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_MOVEOUT68,,,,,radio,nowetlevel,,0.1
armada_vsq_targetbuilding,,voiceovers/US/Armada/armada_vsq_8_1.1_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_TARGETBUILDING811,,,,,radio,nowetlevel,,0.1
armada_vsq_getintoposition,,voiceovers/US/Armada/armada_vsq_8_2_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_GETINTOPOSITION82,,,,,radio,nowetlevel,,0.1
armada_vsq_doit,,voiceovers/US/Armada/armada_vsq_8_3_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1
armada_vsq_gogogo2,,voiceovers/US/Armada/armada_vsq_8_5_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1
armada_vsq_roomclear,,voiceovers/US/Armada/armada_vsq_10_1_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_ROOMCLEAR101,,,,,radio,nowetlevel,,0.1
armada_vsq_oorah,,voiceovers/US/Armada/armada_vsq_10_5_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,,,,,,radio,nowetlevel,,0.1
armada_vsq_broadcastsig,,voiceovers/US/Armada/armada_vsq_10_6_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_BROADCASTSIG106,,,,,radio,nowetlevel,,0.1
armada_vsq_fallin,,voiceovers/US/Armada/armada_vsq_11_3.wav,0.9,0.9,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_FALLIN113,,,,,,,,0.1
armada_vsq_griggsmusic,,voiceovers/US/Armada/armada_vsq_11_7.wav,0.9,0.9,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_GRIGGSMUSIC117,,,,,,,,0.1
armada_vsq_recording,,voiceovers/US/Armada/armada_vsq_11_9.wav,0.9,0.9,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_RECORDING119,,,,,,,,0.1
armada_vsq_throwflash,,voiceovers/US/Armada/armada_vsq_11_12_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_THROWFLASH1112,,,,,radio,nowetlevel,,0.1
armada_vsq_moveup,,voiceovers/US/Armada/armada_vsq_11_13_R.wav,0.99,0.99,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_MOVEUP1113,,,,,radio,nowetlevel,,0.1
armada_vsq_rogercommand,,voiceovers/US/Armada/armada_vsq_12_1.wav,0.9,0.9,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_ROGERCOMMAND121,,,,,,,,0.1
armada_vsq_rallyup,,voiceovers/US/Armada/armada_vsq_12_2.wav,0.9,0.9,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_VSQ_RALLYUP122,,,,,,,,0.1

# Griggs,,,,,,,,,,,,,,,,,,,,,,,
armada_grg_holdfire,,voiceovers/US/Armada/armada_grg_11_1_R.wav,0.9,0.9,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_GRG_HOLDFIRE111,,,,,radio,nowetlevel,,0.1
armada_grg_nosign,,voiceovers/US/Armada/armada_grg_11_2.wav,0.8,0.8,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GRG_NOSIGN112,,,,,,,,0.1
armada_grg_watchsix,,voiceovers/US/Armada/armada_grg_11_3.1.wav,0.8,0.8,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GRG_WATCHSIX1131,,,,,,,,0.1
armada_grg_ihearhim,,voiceovers/US/Armada/armada_grg_11_4_R.wav,0.8,0.8,,,360,6000,announcer,streamed,,,master,armada,SUBTITLE_ARMADA_GRG_IHEARHIM114,,,,,radio,nowetlevel,,0.1
armada_grg_scoreone,,voiceovers/US/Armada/armada_grg_11_5.wav,0.7,0.7,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GRG_SCOREONE115,,,,,,,,0.1
armada_grg_rogerMS,,voiceovers/US/Armada/armada_grg_11_8.wav,0.7,0.7,,,360,6000,mission,streamed,,,master,armada,SUBTITLE_ARMADA_GRG_ROGERMS118,,,,,,,,0.1
armada_grg_yeahoorah,,voiceovers/US/Armada/armada_grg_11_10.wav,0.6,0.6,,,360,6000,mission,streamed,,,master,armada,,,,,,,,,0.1

# Al Asad,,,,,,,,,,,,,,,,,,,,,,,
armada_kaa_takeuparms,,voiceovers/US/Armada/armada_kaa_6_9.wav,0.3,0.3,,,360,6000,mission,streamed,,,0.7,,,,,,,,,,0.1
armada_kaa_infidelblood,,voiceovers/US/Armada/armada_kaa_6_10.wav,0.3,0.3,,,360,6000,mission,streamed,,,0.7,,,,,,,,,,0.1
armada_kaa_dawnofvictory,,voiceovers/US/Armada/armada_kaa_6_11.wav,0.3,0.3,,,360,6000,mission,streamed,,,0.7,,,,,,,,,,0.1
armada_kaa_swiftandfinal,,voiceovers/US/Armada/armada_kaa_6_12.wav,0.3,0.3,,,360,6000,mission,streamed,,,0.7,,,,,,,,,,0.1
armada_kaa_takeuparmsR,,null.wav,0.95,0.95,,,360,6000,mission,,,,,armada,,,,,,,,,0.1
armada_kaa_infidelbloodR,,null.wav,0.95,0.95,,,360,6000,mission,,,,,armada,,,,,,,,,0.1
armada_kaa_dawnofvictoryR,,null.wav,0.95,0.95,,,360,6000,mission,,,,,armada,,,,,,,,,0.1
armada_kaa_swiftandfinalR,,null.wav,0.95,0.95,,,360,6000,mission,,,,,armada,,,,,,,,,0.1

# Al Asad TV Processed ,,,,,,,,,,,,,,,,,,,,,,,
armada_kaa_onenation_TV,,voiceovers/US/Armada/coup_kaa_1_1_RTV.wav,0.93,0.93,,,150,850,body,,,,0.8,armada,,,,,,,,,
armada_kaa_newera_TV,,voiceovers/US/Armada/coup_kaa_1_2_RTV.wav,0.93,0.93,,,150,850,body,,,,0.8,armada,,,,,,,,,
armada_kaa_selfinterest_TV,,voiceovers/US/Armada/coup_kaa_1_3_RTV.wav,0.93,0.93,,,150,850,body,,,,0.8,armada,,,,,,,,,
armada_kaa_notenslaved_TV,,voiceovers/US/Armada/coup_kaa_1_4_RTV.wav,0.93,0.93,,,150,850,body,,,,0.8,armada,,,,,,,,,
armada_kaa_donotfear_TV,,voiceovers/US/Armada/coup_kaa_1_5_RTV.wav,0.93,0.93,,,150,850,body,,,,0.8,armada,,,,,,,,,
armada_kaa_freefromyoke_TV,,voiceovers/US/Armada/coup_kaa_1_6_RTV.wav,0.93,0.93,,,150,850,body,,,,0.8,armada,,,,,,,,,
armada_kaa_armiesstrong_TV,,voiceovers/US/Armada/coup_kaa_1_7_RTV.wav,0.93,0.93,,,150,850,body,,,,0.8,armada,,,,,,,,,
armada_kaa_greatnation_TV,,voiceovers/US/Armada/coup_kaa_1_8_RTV.wav,0.93,0.93,,,150,850,body,,,,0.8,armada,,,,,,,,,
armada_kaa_begun_TV,,null.wav,0.93,0.93,,,150,850,body,,,,0.8,armada,,,,,,,,,
armada_kaa_laywaste_TV,,voiceovers/US/Armada/coup_kaa_1_10_RTV.wav,0.93,0.93,,,150,850,body,,,,0.8,armada,,,,,,,,,
armada_kaa_willperish_TV,,voiceovers/US/Armada/coup_kaa_1_11_RTV.wav,0.93,0.93,,,150,850,body,,,,0.8,armada,,,,,,,,,


# ******BLACKOUT,,,,,,,,,,,,,,,,,,,,,,,

# Gaz,,,,,,,,,,,,,,,,,,,,,,,
blackout_gaz_loyalistseh,,voiceovers/UK/Blackout/blackout_gaz_1_2_R.wav,0.58,0.58,,,360,6000,mission,streamed,,,master,blackout,,,,,,,,,0.1
blackout_gaz_goodenough,,voiceovers/UK/Blackout/blackout_gaz_1_4_R.wav,0.58,0.58,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_GOODENOUGH14,,,,,,,,0.1
blackout_gaz_plantsomeclaymores,,voiceovers/UK/Blackout/blackout_gaz_1_5_R.wav,0.7,0.7,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_PLANTSOMECLAYMORES15,,,,,,,,0.1
blackout_gaz_yeahkamarov,,voiceovers/UK/Blackout/blackout_gaz_2_3.2_R.wav,0.7,0.7,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_YEAHKAMAROV232,,,,,,,,0.1
blackout_gaz_bloodyrightyoudo,,voiceovers/UK/Blackout/blackout_gaz_3_6.21.wav,0.7,0.7,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_BLOODYRIGHTYOUDO3621,,,,,,,,0.1
blackout_gaz_leftflank,,voiceovers/UK/Blackout/blackout_gaz_4_4_R.wav,0.85,0.85,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_LEFTFLANK44,,,,,,,,0.1
blackout_gaz_beatitoutofhim,,voiceovers/UK/Blackout/blackout_gaz_4_6.5_R.wav,0.85,0.85,,,360,6000,announcer,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_BEATITOUTOFHIM465,,,,,radio,nowetlevel,,0.1
blackout_gaz_opportunity,,voiceovers/UK/Blackout/blackout_gaz_4_7.wav,0.85,0.85,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_OPPORTUNITY47,,,,,,,,0.1
blackout_gaz_helitroops,,voiceovers/UK/Blackout/blackout_gaz_4_9.wav,0.85,0.85,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_HELITROOPS49,,,,,,,,0.1
blackout_gaz_allclear,,voiceovers/UK/Blackout/blackout_gaz_4_11.wav,0.85,0.85,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_ALLCLEAR411,,,,,,,,0.1
blackout_gaz_enoughsniping,,voiceovers/UK/Blackout/blackout_gaz_5_1.5.wav,0.9,0.9,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_ENOUGHSNIPING515,,,,,,,,0.1
blackout_gaz_whereishe,,voiceovers/UK/Blackout/blackout_gaz_5_1.7.wav,0.9,0.9,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_WHEREISHE517,,,,,,,,0.1
blackout_gaz_thatwasntsohard,,voiceovers/UK/Blackout/blackout_gaz_5_1.9.wav,0.9,0.9,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_THATWASNTSOHARD519,,,,,,,,0.1
blackout_gaz_maybealive,,voiceovers/UK/Blackout/blackout_gaz_5_4.wav,0.9,0.9,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_MAYBEALIVE54,,,,,,,,0.1
blackout_gaz_getontherope,,voiceovers/UK/Blackout/blackout_gaz_6_1.2.wav,0.8,0.8,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_GETONTHEROPE612,,,,,,,,0.1
blackout_gaz_regroupprice,,voiceovers/UK/Blackout/blackout_gaz_6_2.wav,0.8,0.8,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_REGROUPPRICE62,,,,,,,,0.1
blackout_gaz_illcutthepower,,voiceovers/UK/Blackout/blackout_gaz_6_2.1.wav,0.8,0.8,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_ILLCUTTHEPOWER621,,,,,,,,0.1
blackout_gaz_ivecutthepower,,voiceovers/UK/Blackout/blackout_gaz_6_2.2_R.wav,0.8,0.8,,,360,6000,announcer,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_IVECUTTHEPOWER622,,,,,radio,nowetlevel,,0.1
blackout_gaz_allright,,voiceovers/UK/Blackout/blackout_gaz_6_4.wav,0.8,0.8,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_ALLRIGHT64,,,,,,,,0.1
blackout_gaz_everyoneontheheli,,voiceovers/UK/Blackout/blackout_gaz_8_1.1.wav,0.8,0.8,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_GAZ_EVERYONEONTHEHELI811,,,,,,,,0.1

# Captain Price,,,,,,,,,,,,,,,,,,,,,,,
blackout_pri_halfaclick,,voiceovers/UK/Blackout/blackout_pri_1_1_R.wav,0.58,0.58,,,360,6000,mission,streamed,,,master,blackout,,,,,,,,,0.1
blackout_pri_shootatus,,voiceovers/UK/Blackout/blackout_pri_1_3_R.wav,0.58,0.58,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_PRI_SHOOTATUS13,,,,,,,,0.1
blackout_pri_guardpostsahead,,voiceovers/UK/Blackout/blackout_pri_1_6_R.wav,0.7,0.7,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_PRI_GUARDPOSTSAHEAD16,,,,,,,,0.1
blackout_pri_smellthatgaz,,voiceovers/UK/Blackout/blackout_pri_2_3.1_R.wav,0.75,0.75,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_PRI_SMELLTHATGAZ231,,,,,,,,0.1
blackout_pri_whattarget,,voiceovers/UK/Blackout/blackout_pri_3_2.wav,0.75,0.75,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_PRI_WHATTARGET32,,,,,,,,0.1
blackout_pri_gettoit,,null.wav,0.75,0.75,,,360,6000,mission,,,,,blackout,,,,,,,,,0.1
blackout_pri_beirut,,voiceovers/UK/Blackout/blackout_pri_3_6.1.wav,0.75,0.75,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_PRI_BEIRUT361,,,,,,,,0.1
blackout_pri_moveout,,voiceovers/UK/Blackout/blackout_pri_3_6.3.wav,0.75,0.75,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_PRI_MOVEOUT363,,,,,,,,0.1
blackout_pri_overhere,,voiceovers/UK/Blackout/blackout_pri_4_1_R.wav,0.85,0.85,,,360,6000,announcer,streamed,,,master,blackout,SUBTITLE_BLACKOUT_PRI_OVERHERE41,,,,,,,,0.1
blackout_pri_switchtosniper,,voiceovers/UK/Blackout/blackout_pri_4_1.1b_R.wav,0.85,0.85,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_PRI_SWITCHTOSNIPER411,,,,,,,,0.1
blackout_pri_leftflank,,voiceovers/UK/Blackout/blackout_pri_4_3.wav,0.85,0.85,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_PRI_LEFTFLANK43,,,,,,,,0.1
blackout_pri_soaphitthose,,voiceovers/UK/Blackout/blackout_pri_4_1.1.wav,0.85,0.85,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_PRI_SOAPHITTHOSE441,,,,,,,,0.1
blackout_pri_mgwindows,,voiceovers/UK/Blackout/blackout_pri_4_4.2_R.wav,0.85,0.85,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_PRI_MGWINDOWS442,,,,,,,,0.1
blackout_pri_mgwalls,,voiceovers/UK/Blackout/blackout_pri_4_4.3_R.wav,0.85,0.85,,,360,6000,mission,streamed,,,master,blackout,SUBTITLE_BLACKOUT_PRI_MGWALLS443,,,,,,,,0.1
