index,type,type,name,usage(KB),total(KB)
439,  xanim,xanim,exposed_crouch_idle_alert_v2,36.6,36.6
440,  xanim,xanim,exposed_crouch_idle_alert_v1,33.7,33.7
441,  xanim,xanim,exposed_crouch_turn_aim_8,1.1,1.1
442,  xanim,xanim,exposed_crouch_turn_aim_2,1.0,1.0
443,  xanim,xanim,exposed_crouch_turn_aim_6,1.0,1.0
444,  xanim,xanim,exposed_crouch_turn_aim_4,1.0,1.0
445,  xanim,xanim,exposed_flashbang_v1,62.4,62.4
446,  xanim,xanim,exposed_flashbang_v2,86.2,86.2
447,  xanim,xanim,exposed_flashbang_v3,86.6,86.6
448,  xanim,xanim,exposed_flashbang_v4,71.8,71.8
449,  xanim,xanim,exposed_flashbang_v5,152.1,152.1
450,  xanim,xanim,covercrouch_hide_idle,10.7,10.7
451,  xanim,xanim,covercrouch_twitch_1,32.5,32.5
452,  xanim,xanim,covercrouch_twitch_2,29.3,29.3
453,  xanim,xanim,covercrouch_twitch_3,17.8,17.8
454,  xanim,xanim,covercrouch_twitch_4,18.5,18.5
455,  xanim,xanim,covercrouch_hide_2_aim,13.5,13.5
456,  xanim,xanim,covercrouch_aim5,1.7,1.7
457,  xanim,xanim,covercrouch_aim2_add,1.2,1.2
458,  xanim,xanim,covercrouch_aim4_add,1.0,1.0
459,  xanim,xanim,covercrouch_aim6_add,1.1,1.1
460,  xanim,xanim,covercrouch_aim8_add,1.1,1.1
461,  xanim,xanim,covercrouch_aim_2_hide,11.4,11.4
462,  xanim,xanim,covercrouch_stand_2_hide,18.2,18.2
463,  xanim,xanim,covercrouch_lean_2_hide,16.1,16.1
464,  xanim,xanim,covercrouch_run_in_l,20.9,20.9
465,  xanim,xanim,covercrouch_run_in_ml,18.4,18.4
466,  xanim,xanim,covercrouch_run_in_m,23.5,23.5
467,  xanim,xanim,covercrouch_run_in_mr,21.9,21.9
468,  xanim,xanim,covercrouch_run_in_r,20.4,20.4
469,  xanim,xanim,covercrouch_run_out_l,28.5,28.5
470,  xanim,xanim,covercrouch_run_out_ml,22.3,22.3
471,  xanim,xanim,covercrouch_run_out_m,21.9,21.9
472,  xanim,xanim,covercrouch_run_out_mr,20.1,20.1
473,  xanim,xanim,covercrouch_run_out_r,21.4,21.4
474,  xanim,xanim,covercrouch_reload_hide,35.9,35.9
475,  xanim,xanim,covercrouch_grenadea,52.1,52.1
476,  xanim,xanim,covercrouch_grenadeb,52.1,52.1
477,  xanim,xanim,covercrouch_hide_2_stand,19.8,19.8
478,  xanim,xanim,coverstand_hide_idle,17.8,17.8
479,  xanim,xanim,coverstand_hide_idle_twitch01,37.6,37.6
480,  xanim,xanim,coverstand_hide_idle_twitch02,41.6,41.6
481,  xanim,xanim,coverstand_hide_idle_twitch03,25.5,25.5
482,  xanim,xanim,coverstand_hide_idle_twitch04,74.6,74.6
483,  xanim,xanim,coverstand_hide_idle_twitch05,35.3,35.3
484,  xanim,xanim,coverstand_look_moveup,9.1,9.1
485,  xanim,xanim,coverstand_look_idle,15.1,15.1
486,  xanim,xanim,coverstand_look_movedown,11.1,11.1
487,  xanim,xanim,coverstand_look_quick,17.5,17.5
488,  xanim,xanim,coverstand_look_quick_v2,14.6,14.6
489,  xanim,xanim,coverstand_hide_2_aim,16.3,16.3
490,  xanim,xanim,coverstand_aim_2_hide,14.6,14.6
491,  xanim,xanim,coverstand_grenadea,61.1,61.1
492,  xanim,xanim,coverstand_grenadeb,64.6,64.6
493,  xanim,xanim,coverstand_reloada,67.4,67.4
494,  xanim,xanim,coverstand_death_left,47.6,47.6
495,  xanim,xanim,coverstand_death_right,48.5,48.5
496,  xanim,xanim,coverstand_hide_idle_wave01,36.3,36.3
497,  xanim,xanim,coverstand_hide_idle_wave02,31.9,31.9
498,  xanim,xanim,coverstand_pain_groin,47.5,47.5
499,  xanim,xanim,coverstand_pain_leg,47.8,47.8
500,  xanim,xanim,coverstand_react01,44.8,44.8
501,  xanim,xanim,coverstand_react02,39.4,39.4
502,  xanim,xanim,coverstand_react03,43.1,43.1
503,  xanim,xanim,coverstand_react04,40.6,40.6
504,  xanim,xanim,walk_aim_8,1.0,1.0
505,  xanim,xanim,covercrouch_lean_aim5,1.7,1.7
506,  xanim,xanim,covercrouch_hide_2_lean,16.9,16.9
507,  xanim,xanim,coverstand_look_movedown_fast,10.7,10.7
508,  xanim,xanim,coverstand_blindfire_1,39.3,39.3
509,  xanim,xanim,coverstand_blindfire_2,28.7,28.7
510,  xanim,xanim,coverstand_trans_in_r,28.4,28.4
511,  xanim,xanim,coverstand_trans_in_l,25.6,25.6
512,  xanim,xanim,coverstand_trans_in_m,28.2,28.2
513,  xanim,xanim,coverstand_trans_in_ml,26.9,26.9
514,  xanim,xanim,coverstand_trans_in_mr,32.3,32.3
515,  xanim,xanim,coverstand_trans_out_l,24.8,24.8
516,  xanim,xanim,coverstand_trans_out_m,18.0,18.0
517,  xanim,xanim,coverstand_trans_out_ml,17.0,17.0
518,  xanim,xanim,coverstand_trans_out_mr,23.7,23.7
519,  xanim,xanim,coverstand_trans_out_r,16.6,16.6
520,  xanim,xanim,traverse40,31.0,31.0
521,  xanim,xanim,traverse40_2_cover,35.7,35.7
522,  xanim,xanim,traverse40_death_start,29.2,29.2
523,  xanim,xanim,traverse40_death_start_2,32.1,32.1
524,  xanim,xanim,traverse40_death_end,34.4,34.4
525,  xanim,xanim,traverse40_death_end_2,32.4,32.4
526,  xanim,xanim,slide_across_car,28.9,28.9
527,  xanim,xanim,slide_across_car_2_cover,36.2,36.2
528,  xanim,xanim,slide_across_car_death,31.6,31.6
529,  xanim,xanim,traverse90,107.9,107.9
530,  xanim,xanim,traverse90_in_m,15.3,15.3
531,  xanim,xanim,traverse90_in_ml,20.8,20.8
532,  xanim,xanim,traverse90_in_mr,19.1,19.1
533,  xanim,xanim,traverse90_start_death,26.2,26.2
534,  xanim,xanim,traverse90_end_death,41.3,41.3
535,  xanim,xanim,pistol_stand_aim_2_add,1.3,1.3
536,  xanim,xanim,pistol_stand_aim_4_add,1.3,1.3
537,  xanim,xanim,pistol_stand_aim_5,1.7,1.7
538,  xanim,xanim,pistol_stand_aim_6_add,1.3,1.3
539,  xanim,xanim,pistol_stand_aim_8_add,1.3,1.3
540,  xanim,xanim,pistol_stand_fire_a,8.5,8.5
541,  xanim,xanim,pistol_stand_reload_a,26.6,26.6
542,  xanim,xanim,pistol_stand_pullout,24.7,24.7
543,  xanim,xanim,pistol_stand_switch,25.2,25.2
544,  xanim,xanim,cqb_stand_twitch,11.4,11.4
545,  xanim,xanim,cqb_stand_idle,11.3,11.3
546,  xanim,xanim,covercrouch_blindfire_4,48.9,48.9
547,  xanim,xanim,covercrouch_blindfire_3,33.4,33.4
548,  xanim,xanim,covercrouch_blindfire_2,39.1,39.1
549,  xanim,xanim,covercrouch_blindfire_1,35.0,35.0
550,  xanim,xanim,covercrouch_hide_look,23.1,23.1
551,  xanim,xanim,rpg_stand_aim_2,1.1,1.1
552,  xanim,xanim,rpg_stand_aim_4,1.1,1.1
553,  xanim,xanim,pistol_stand_turn45r,10.1,10.1
554,  xanim,xanim,pistol_stand_turn45l,12.2,12.2
555,  xanim,xanim,pistol_stand_turn90r,13.7,13.7
556,  xanim,xanim,pistol_stand_turn90l,14.9,14.9
557,  xanim,xanim,pistol_stand_turn180l,19.4,19.4
558,  xanim,xanim,rpg_stand_aim_5,1.7,1.7
559,  xanim,xanim,rpg_stand_aim_6,1.1,1.1
560,  xanim,xanim,rpg_stand_aim_8,1.1,1.1
561,  xanim,xanim,rpg_crouch_aim_4,1.0,1.0
562,  xanim,xanim,rpg_crouch_aim_5,1.8,1.8
563,  xanim,xanim,rpg_crouch_aim_6,1.0,1.0
564,  xanim,xanim,rpg_stand_death,36.9,36.9
565,  xanim,xanim,rpg_stand_death_stagger,45.2,45.2
566,  xanim,xanim,rpg_conceal_idle,99.6,99.6
567,  xanim,xanim,rpg_conceal_2_standr,24.0,24.0
568,  xanim,xanim,rpg_standr_2_conceal,29.9,29.9
569,  xanim,xanim,rpg_stand_fire,11.0,11.0
570,  xanim,xanim,rpg_stand_idle,11.3,11.3
571,  xanim,xanim,rpg_stand_reload,68.0,68.0
572,  xanim,xanim,rpg_crouch_idle,4.4,4.4
573,  xanim,xanim,rpg_crouch_fire,8.6,8.6
574,  xanim,xanim,rpg_crouch_reload,59.4,59.4
575,  xanim,xanim,rpg_stand_throw,44.0,44.0
576,  xanim,xanim,rpg_crouch_throw,44.5,44.5
577,  xanim,xanim,run_cqb_f_search_v1,24.7,24.7
578,  xanim,xanim,run_cqb_f_search_v2,23.9,23.9
579,  xanim,xanim,walk_cqb_f,25.6,25.6
580,  xanim,xanim,run_lowready_f,28.1,28.1
581,  xanim,xanim,run_lowready_l,27.3,27.3
582,  xanim,xanim,run_lowready_r,26.4,26.4
583,  xanim,xanim,run_lowready_b,23.6,23.6
584,  xanim,xanim,walk_lowready_f,29.1,29.1
585,  xanim,xanim,walk_lowready_l,28.8,28.8
586,  xanim,xanim,walk_lowready_r,24.2,24.2
587,  xanim,xanim,walk_lowready_b,26.7,26.7
588,  xanim,xanim,crouch_fastwalk_f,27.2,27.2
589,  xanim,xanim,crouch_fastwalk_l,24.8,24.8
590,  xanim,xanim,crouch_fastwalk_r,31.6,31.6
591,  xanim,xanim,crouch_fastwalk_b,25.3,25.3
592,  xanim,xanim,exposed_crouch_pain_chest,20.5,20.5
593,  xanim,xanim,exposed_crouch_pain_flinch,18.6,18.6
594,  xanim,xanim,exposed_crouch_pain_headsnap,16.5,16.5
595,  xanim,xanim,exposed_crouch_pain_left_arm,19.8,19.8
596,  xanim,xanim,exposed_crouch_pain_right_arm,24.5,24.5
597,  xanim,xanim,exposed_pain_2_crouch,46.2,46.2
598,  xanim,xanim,exposed_pain_back,24.4,24.4
599,  xanim,xanim,exposed_pain_dropgun,39.4,39.4
600,  xanim,xanim,exposed_pain_groin,35.1,35.1
601,  xanim,xanim,exposed_pain_left_arm,38.8,38.8
602,  xanim,xanim,exposed_pain_leg,35.3,35.3
603,  xanim,xanim,exposed_pain_right_arm,40.0,40.0
604,  xanim,xanim,pistol_stand_pain_chest,19.2,19.2
605,  xanim,xanim,pistol_stand_pain_groin,23.2,23.2
606,  xanim,xanim,pistol_stand_pain_head,20.3,20.3
607,  xanim,xanim,pistol_stand_pain_leftshoulder,18.7,18.7
608,  xanim,xanim,pistol_stand_pain_rightshoulder,20.2,20.2
609,  xanim,xanim,run_pain_fallonknee,41.2,41.2
610,  xanim,xanim,run_pain_fallonknee_02,42.0,42.0
611,  xanim,xanim,run_pain_fallonknee_03,48.0,48.0
612,  xanim,xanim,run_pain_stomach,37.3,37.3
613,  xanim,xanim,run_pain_stumble,33.3,33.3
614,  xanim,xanim,shotgun_cqbrun_pullout,31.1,31.1
615,  xanim,xanim,shotgun_cqbrun_putaway,30.5,30.5
616,  xanim,xanim,shotgun_crouch_fire,5.6,5.6
617,  xanim,xanim,shotgun_crouch_reload,20.8,20.8
618,  xanim,xanim,shotgun_stand_fire_1a,8.5,8.5
619,  xanim,xanim,shotgun_stand_fire_1b,8.5,8.5
620,  xanim,xanim,shotgun_stand_reload_a,68.0,68.0
621,  xanim,xanim,shotgun_stand_reload_b,78.7,78.7
622,  xanim,xanim,shotgun_stand_reload_c,63.3,63.3
623,  xanim,xanim,shotgun_aim_2,1.0,1.0
624,  xanim,xanim,shotgun_aim_5,1.7,1.7
625,  xanim,xanim,cornerstndl_lean_2_alert,14.2,14.2
626,  xanim,xanim,cornerstndl_alert_2_lean,18.4,18.4
627,  xanim,xanim,cornerstndl_lean_aim_4,1.3,1.3
628,  xanim,xanim,cornerstndl_lean_aim_5,1.7,1.7
629,  xanim,xanim,cornerstndl_lean_fire,7.9,7.9
630,  xanim,xanim,cornerstndl_lean_auto,7.7,7.7
631,  xanim,xanim,cornerstndl_lean_reload,25.2,25.2
632,  xanim,xanim,cornerstndl_lean_idle,11.4,11.4
633,  xanim,xanim,cornerstndr_alert_2_lean,13.1,13.1
634,  xanim,xanim,cornerstndr_lean_2_alert,16.4,16.4
635,  xanim,xanim,cornerstndr_lean_aim_2,1.3,1.3
636,  xanim,xanim,cornerstndr_lean_aim_5,1.7,1.7
637,  xanim,xanim,cornerstndr_lean_aim_6,1.3,1.3
638,  xanim,xanim,cornerstndr_lean_aim_8,1.3,1.3
639,  xanim,xanim,cornerstndr_lean_fire,4.5,4.5
640,  xanim,xanim,cornerstndr_lean_auto,5.6,5.6
641,  xanim,xanim,cornerstndr_lean_reload,26.2,26.2
642,  xanim,xanim,cornerstndr_lean_idle,11.0,11.0
643,  xanim,xanim,exposed_death,21.4,21.4
644,  xanim,xanim,exposed_death_02,23.7,23.7
645,  xanim,xanim,exposed_death_falltoknees_02,22.9,22.9
646,  xanim,xanim,exposed_death_firing,32.9,32.9
647,  xanim,xanim,exposed_death_firing_02,32.8,32.8
648,  xanim,xanim,exposed_death_nerve,28.0,28.0
649,  xanim,xanim,exposed_death_twist,30.6,30.6
650,  xanim,xanim,exposed_death_headshot,32.4,32.4
651,  xanim,xanim,exposed_death_neckgrab,56.5,56.5
652,  xanim,xanim,exposed_death_falltoknees,33.7,33.7
653,  xanim,xanim,exposed_death_headtwist,28.4,28.4
654,  xanim,xanim,exposed_death_groin,45.0,45.0
655,  xanim,xanim,pistol_death_1,50.3,50.3
656,  xanim,xanim,pistol_death_2,46.9,46.9
657,  xanim,xanim,pistol_death_3,29.7,29.7
658,  xanim,xanim,pistol_death_4,61.9,61.9
659,  xanim,xanim,covercrouch_death_1,31.4,31.4
660,  xanim,xanim,covercrouch_death_2,31.2,31.2
661,  xanim,xanim,covercrouch_death_3,27.3,27.3
662,  xanim,xanim,exposed_crouch_death_fetal,27.6,27.6
663,  xanim,xanim,exposed_crouch_death_flip,33.7,33.7
664,  xanim,xanim,exposed_crouch_death_twist,34.1,34.1
665,  xanim,xanim,run_death_facedown,28.2,28.2
666,  xanim,xanim,run_death_fallonback,29.1,29.1
667,  xanim,xanim,run_death_fallonback_02,28.1,28.1
668,  xanim,xanim,run_death_roll,36.8,36.8
669,  xanim,xanim,run_n_gun_f,22.6,22.6
670,  xanim,xanim,run_n_gun_l,22.4,22.4
671,  xanim,xanim,run_n_gun_r,22.6,22.6
672,  xanim,xanim,run_n_gun_b,21.7,21.7
673,  xanim,xanim,run_2_stand_f_6,14.5,14.5
674,  xanim,xanim,run_2_stand_90l,13.3,13.3
675,  xanim,xanim,run_2_stand_90r,12.9,12.9
676,  xanim,xanim,run_2_stand_180l,15.6,15.6
677,  xanim,xanim,stand_2_run_l,20.6,20.6
678,  xanim,xanim,stand_2_run_r,16.3,16.3
679,  xanim,xanim,stand_2_run_f_2,17.3,17.3
680,  xanim,xanim,stand_2_run_180_med,21.6,21.6
681,  xanim,xanim,run_2_crouch_f,23.6,23.6
682,  xanim,xanim,run_2_crouch_90l,26.4,26.4
683,  xanim,xanim,run_2_crouch_90r,24.9,24.9
684,  xanim,xanim,run_2_crouch_180l,21.7,21.7
685,  xanim,xanim,crouch_2run_l,30.8,30.8
686,  xanim,xanim,crouch_2run_r,32.0,32.0
687,  xanim,xanim,crouch_2run_f,26.3,26.3
688,  xanim,xanim,crouch_2run_180,31.1,31.1
689,  xanim,xanim,dying_stand_2_crawl_v1,43.3,43.3
690,  xanim,xanim,dying_stand_2_crawl_v2,67.2,67.2
691,  xanim,xanim,dying_stand_2_crawl_v3,52.5,52.5
692,  xanim,xanim,dying_crouch_2_crawl,61.3,61.3
693,  xanim,xanim,dying_crawl,21.3,21.3
694,  xanim,xanim,dying_crawl_death_v1,42.7,42.7
695,  xanim,xanim,dying_crawl_death_v2,49.5,49.5
696,  xanim,xanim,dying_crawl_2_back,31.6,31.6
697,  xanim,xanim,dying_stand_2_back_v1,77.5,77.5
698,  xanim,xanim,dying_stand_2_back_v2,172.8,172.8
699,  xanim,xanim,dying_stand_2_back_v3,79.1,79.1
700,  xanim,xanim,dying_crouch_2_back,73.6,73.6
701,  xanim,xanim,dying_back_idle,14.9,14.9
702,  xanim,xanim,dying_back_fire,17.9,17.9
703,  xanim,xanim,dying_crawl_back,56.9,56.9
704,  xanim,xanim,dying_back_death_v1,36.4,36.4
705,  xanim,xanim,dying_back_death_v2,40.0,40.0
706,  xanim,xanim,dying_back_death_v3,44.2,44.2
707,  xanim,xanim,dying_back_death_v4,42.3,42.3
708,  xanim,xanim,dying_back_twitch_a,26.2,26.2
709,  xanim,xanim,dying_back_twitch_b,27.2,27.2
710,  xanim,xanim,saw_gunner_run_fast,23.0,23.0
711,  xanim,xanim,saw_gunner_run_slow,27.0,27.0
712,  xanim,xanim,saw_gunner_idle,6.0,6.0
713,  xanim,xanim,saw_gunner_lowwall_idle,6.1,6.1
714,  xanim,xanim,saw_gunner_prone_idle,8.1,8.1
715,  xanim,xanim,saw_gunner_firing_add,9.4,9.4
716,  xanim,xanim,saw_gunner_lowwall_firing,9.2,9.2
717,  xanim,xanim,saw_gunner_prone_firing,9.7,9.7
718,  xanim,xanim,run_lowready_reload,32.1,32.1
719,  xanim,xanim,cqb_stand_aim4,1.0,1.0
720,  xanim,xanim,cqb_stand_aim5,1.7,1.7
721,  xanim,xanim,cqb_stand_aim6,1.0,1.0
722,  xanim,xanim,cqb_stand_reload_knee,39.7,39.7
723,  xanim,xanim,cqb_stand_reload_steady,27.9,27.9
724,  xanim,xanim,corner_standr_death_grenade_slump,19.3,19.3
725,  xanim,xanim,corner_standr_death_grenade_idle,43.1,43.1
726,  xanim,xanim,corner_standr_death_grenade_hit,65.8,65.8
727,  xanim,xanim,corner_standr_death_grenade_explode,30.0,30.0
728,  xanim,xanim,prone_aim_5,1.7,1.7
729,  xanim,xanim,prone_aim_8_add,1.2,1.2
730,  xanim,xanim,prone_aim_6_add,1.3,1.3
731,  xanim,xanim,prone_aim_2_add,1.3,1.3
732,  xanim,xanim,prone_aim_4_add,1.3,1.3
733,  xanim,xanim,prone_grenade_a,56.3,56.3
734,  xanim,xanim,prone_fire_1,5.2,5.2
735,  xanim,xanim,prone_fire_2,4.4,4.4
736,  xanim,xanim,prone_fire_burst,10.5,10.5
737,  xanim,xanim,prone_idle,18.6,18.6
738,  xanim,xanim,prone_melee,27.0,27.0
739,  xanim,xanim,prone_reaction_a,28.2,28.2
740,  xanim,xanim,prone_reaction_b,27.1,27.1
741,  xanim,xanim,prone_reload,42.6,42.6
742,  xanim,xanim,prone_twitch_ammocheck,36.4,36.4
743,  xanim,xanim,prone_twitch_ammocheck2,24.2,24.2
744,  xanim,xanim,prone_twitch_look,15.4,15.4
745,  xanim,xanim,prone_twitch_lookfast,12.2,12.2
746,  xanim,xanim,prone_twitch_lookup,9.6,9.6
747,  xanim,xanim,prone_twitch_scan,12.3,12.3
748,  xanim,xanim,prone_twitch_scan2,31.5,31.5
749,  xanim,xanim,stand_2_prone,38.4,38.4
750,  xanim,xanim,stand_2_prone_nodelta,24.1,24.1
751,  xanim,xanim,stand_2_prone_firing,58.7,58.7
752,  xanim,xanim,crouch_2_prone,31.4,31.4
753,  xanim,xanim,crouch_2_prone_firing,31.4,31.4
754,  xanim,xanim,prone_2_stand,27.7,27.7
755,  xanim,xanim,prone_2_stand_nodelta,27.9,27.9
756,  xanim,xanim,prone_2_stand_firing,67.1,67.1
757,  xanim,xanim,prone_2_crouch,44.8,44.8
758,  xanim,xanim,prone_2_crouch_firing,44.8,44.8
759,  xanim,xanim,coverstand_mini_approach_1,11.3,11.3
760,  xanim,xanim,coverstand_mini_approach_2,14.7,14.7
761,  xanim,xanim,coverstand_mini_approach_3,17.2,17.2
762,  xanim,xanim,coverstand_mini_approach_4,17.1,17.1
763,  xanim,xanim,coverstand_mini_approach_6,17.0,17.0
764,  xanim,xanim,traverse_window_m_2_run,35.8,35.8
765,  xanim,xanim,traverse_window_m_2_stop,33.5,33.5
766,  xanim,xanim,traverse_window_death_start,37.6,37.6
767,  xanim,xanim,traverse_window_death_end,43.5,43.5
768,  xanim,xanim,traverse_stepup_52,39.0,39.0
769,  xanim,xanim,traverse_jumpdown_40,20.4,20.4
770,  xanim,xanim,traverse_jumpdown_56,20.0,20.0
771,  xanim,xanim,traverse_jumpdown_96,20.3,20.3
772,  xanim,xanim,casual_stand_idle,9.7,9.7
773,  xanim,xanim,casual_stand_idle_trans_in,15.3,15.3
774,  xanim,xanim,casual_stand_idle_twitch,13.7,13.7
775,  xanim,xanim,casual_stand_idle_twitchb,24.3,24.3
776,  xanim,xanim,casual_stand_v2_idle,8.6,8.6
777,  xanim,xanim,casual_stand_v2_twitch_radio,34.2,34.2
778,  xanim,xanim,casual_stand_v2_twitch_shift,25.3,25.3
779,  xanim,xanim,casual_stand_v2_twitch_talk,13.5,13.5
780,  xanim,xanim,casual_crouch_idle,22.9,22.9
781,  xanim,xanim,casual_crouch_idle_in,63.0,63.0
782,  xanim,xanim,casual_crouch_twitch,19.3,19.3
783,  xanim,xanim,casual_crouch_point,50.6,50.6
784,  xanim,xanim,grenade_return_running_kick_forward_1,27.3,27.3
785,  xanim,xanim,grenade_return_running_kick_forward_2,33.0,33.0
786,  xanim,xanim,grenade_return_running_throw_forward,31.4,31.4
787,  xanim,xanim,grenade_return_standing_throw_forward_1,30.7,30.7
788,  xanim,xanim,grenade_return_standing_throw_forward_2,28.5,28.5
789,  xanim,xanim,grenade_return_standing_throw_overhand_forward,43.9,43.9
790,  xanim,xanim,exposed_dive_grenade_f,57.2,57.2
791,  xanim,xanim,exposed_dive_grenade_b,51.8,51.8
792,  xanim,xanim,exposed_squat_down_grenade_f,17.5,17.5
793,  xanim,xanim,exposed_squat_idle_grenade_f,6.7,6.7
794,  xanim,xanim,exposed_squat_up_grenade_f,20.9,20.9
795,  xanim,xanim,bog_melee_r_attack,124.0,124.0
796,  xanim,xanim,bog_melee_r_defend,99.7,99.7
797,  xanim,xanim,traverse_stair_run,9.4,9.4
798,  xanim,xanim,death_explosion_stand_b_v1,20.6,20.6
799,  xanim,xanim,death_explosion_stand_b_v2,22.5,22.5
800,  xanim,xanim,death_explosion_stand_b_v3,15.7,15.7
801,  xanim,xanim,death_explosion_stand_f_v1,15.2,15.2
802,  xanim,xanim,death_explosion_stand_f_v2,17.2,17.2
803,  xanim,xanim,death_explosion_stand_f_v3,26.6,26.6
804,  xanim,xanim,death_explosion_stand_f_v4,18.7,18.7
805,  xanim,xanim,death_explosion_stand_l_v1,24.4,24.4
806,  xanim,xanim,death_explosion_stand_l_v2,15.6,15.6
807,  xanim,xanim,death_explosion_stand_r_v1,17.3,17.3
808,  xanim,xanim,death_explosion_stand_r_v2,16.0,16.0
809,  xanim,xanim,death_explosion_run_l_v2,24.4,24.4
810,  xanim,xanim,death_explosion_run_l_v1,19.3,19.3
811,  xanim,xanim,death_explosion_run_r_v2,16.0,16.0
812,  xanim,xanim,death_explosion_run_r_v1,17.3,17.3
813,  xanim,xanim,death_explosion_run_b_v2,17.3,17.3
814,  xanim,xanim,death_explosion_run_b_v1,20.6,20.6
815,  xanim,xanim,death_explosion_run_f_v4,19.4,19.4
816,  xanim,xanim,death_explosion_run_f_v3,16.8,16.8
817,  xanim,xanim,death_explosion_run_f_v2,19.4,19.4
818,  xanim,xanim,death_explosion_run_f_v1,17.2,17.2
819,  xanim,xanim,death_explosion_stand_l_v3,19.3,19.3
820,  xanim,xanim,death_explosion_stand_b_v4,17.3,17.3
821,  xanim,xanim,death_explosion_stand_up_v2,13.5,13.5
822,  xanim,xanim,death_explosion_stand_up_v1,17.7,17.7
823,  rawfile,rawfile,animscripts/battlechatter.gsc,69.3,69.3
824,  rawfile,rawfile,animscripts/battlechatter_ai.gsc,31.2,31.2
825,  rawfile,rawfile,animscripts/combat.gsc,50.5,50.5
826,  rawfile,rawfile,animscripts/combat_utility.gsc,46.2,46.2
827,  rawfile,rawfile,animscripts/cover_arrival.gsc,45.2,45.2
828,  rawfile,rawfile,animscripts/corner.gsc,29.9,29.9
829,  rawfile,rawfile,animscripts/cover_left.gsc,4.8,4.8
830,  rawfile,rawfile,animscripts/cover_prone.gsc,9.2,9.2
831,  rawfile,rawfile,animscripts/cover_right.gsc,5.2,5.2
832,  rawfile,rawfile,animscripts/cover_wall.gsc,20.7,20.7
833,  rawfile,rawfile,animscripts/cover_behavior.gsc,20.0,20.0
834,  rawfile,rawfile,animscripts/cqb.gsc,7.0,7.0
835,  rawfile,rawfile,animscripts/death.gsc,20.7,20.7
836,  rawfile,rawfile,animscripts/face.gsc,15.8,15.8
837,  rawfile,rawfile,animscripts/flashed.gsc,2.0,2.0
838,  rawfile,rawfile,animscripts/grenade_cower.gsc,2.6,2.6
839,  rawfile,rawfile,animscripts/grenade_return_throw.gsc,3.7,3.7
840,  rawfile,rawfile,animscripts/init.gsc,57.1,57.1
841,  rawfile,rawfile,animscripts/look.gsc,19.4,19.4
842,  rawfile,rawfile,animscripts/melee.gsc,13.9,13.9
843,  rawfile,rawfile,animscripts/move.gsc,7.0,7.0
844,  rawfile,rawfile,animscripts/pain.gsc,35.4,35.4
845,  rawfile,rawfile,animscripts/predict.gsc,3.3,3.3
846,  rawfile,rawfile,animscripts/prone.gsc,10.9,10.9
847,  rawfile,rawfile,animscripts/run.gsc,16.2,16.2
848,  rawfile,rawfile,animscripts/scripted.gsc,2.5,2.5
849,  rawfile,rawfile,animscripts/setposemovement.gsc,30.3,30.3
850,  rawfile,rawfile,animscripts/shared.gsc,42.0,42.0
851,  rawfile,rawfile,animscripts/shoot_behavior.gsc,14.5,14.5
852,  rawfile,rawfile,animscripts/squadmanager.gsc,18.7,18.7
853,  rawfile,rawfile,animscripts/stop.gsc,5.7,5.7
854,  rawfile,rawfile,animscripts/utility.gsc,65.4,65.4
855,  rawfile,rawfile,animscripts/walk.gsc,1.6,1.6
856,  rawfile,rawfile,animscripts/weaponlist.gsc,7.6,7.6
857,  rawfile,rawfile,animscripts/scripted/truckride_backoftruck.gsc,5.3,5.3
858,  rawfile,rawfile,animscripts/traverse/fence_climb.gsc,1.3,1.3
859,  rawfile,rawfile,animscripts/traverse/jump_down_96.gsc,1.1,1.1
860,  rawfile,rawfile,animscripts/traverse/jump_over_high_wall.gsc,1.2,1.2
861,  rawfile,rawfile,animscripts/traverse/ladder_down.gsc,1.5,1.5
862,  rawfile,rawfile,animscripts/traverse/ladder_up.gsc,1.7,1.7
863,  rawfile,rawfile,animscripts/traverse/shared.gsc,11.4,11.4
864,  rawfile,rawfile,animscripts/traverse/stairs_down.gsc,1.7,1.7
865,  rawfile,rawfile,animscripts/traverse/stairs_up.gsc,1.8,1.8
866,  rawfile,rawfile,animscripts/traverse/step_down.gsc,1.2,1.2
867,  rawfile,rawfile,animscripts/traverse/step_up.gsc,1.1,1.1
868,  rawfile,rawfile,animscripts/traverse/wall_dive.gsc,1.1,1.1
869,  rawfile,rawfile,animscripts/traverse/window.gsc,1.2,1.2
870,  rawfile,rawfile,animscripts/traverse/window_2.gsc,1.6,1.6
871,  rawfile,rawfile,animscripts/traverse/window_down.gsc,3.8,3.8
872,  rawfile,rawfile,animscripts/traverse/slide_across_car.gsc,1.6,1.6
873,  rawfile,rawfile,animscripts/traverse/wall_over_96.gsc,2.3,2.3
874,  rawfile,rawfile,animscripts/animmode.gsc,1.7,1.7
875,  rawfile,rawfile,animtrees/civilian.atr,1.2,1.2
876,  rawfile,rawfile,animtrees/dog.atr,2.0,2.0
877,  rawfile,rawfile,animtrees/generic_human.atr,62.3,62.3
878,  rawfile,rawfile,animtrees/vehicles.atr,3.7,3.7
879,  techset,techset,sm2/effect,2.0,2.0
880,  techset,techset,effect,1.7,1.7
881,  techset,techset,sm2/effect_add_nofog,1.0,1.0
882,  techset,techset,sm2/laser,1.7,1.7
883,  techset,techset,laser,1.6,1.6
