index,zone,type,type,name,usage(KB),total(KB)
375,common_mp,  xanim,xanim,pb_stumble_pistol_back,7.9,7.9
376,common_mp,  xanim,xanim,pb_stumble_pistol_forward,10.0,10.0
377,common_mp,  xanim,xanim,pb_stumble_pistol_left,10.0,10.0
378,common_mp,  xanim,xanim,pb_stumble_pistol_right,10.0,10.0
379,common_mp,  xanim,xanim,pb_stumble_pistol_walk_back,9.8,9.8
380,common_mp,  xanim,xanim,pb_stumble_pistol_walk_forward,9.6,9.6
381,common_mp,  xanim,xanim,pb_stumble_pistol_walk_left,9.7,9.7
382,common_mp,  xanim,xanim,pb_stumble_pistol_walk_right,10.1,10.1
383,common_mp,  xanim,xanim,pb_stumble_walk_right,10.0,10.0
384,common_mp,  xanim,xanim,pb_stumble_walk_left,9.5,9.5
385,common_mp,  xanim,xanim,pb_stumble_walk_back,9.6,9.6
386,common_mp,  xanim,xanim,pb_stumble_walk_forward,9.1,9.1
387,common_mp,  xanim,xanim,pb_stumble_right,7.6,7.6
388,common_mp,  xanim,xanim,pb_stumble_left,7.6,7.6
389,common_mp,  xanim,xanim,pb_stumble_back,7.2,7.2
390,common_mp,  xanim,xanim,pb_stumble_forward,7.7,7.7
391,common_mp,  xanim,xanim,pb_death_run_right,28.1,28.1
392,common_mp,  xanim,xanim,pb_death_run_left,26.8,26.8
393,common_mp,  xanim,xanim,pb_death_run_back,28.6,28.6
394,common_mp,  xanim,xanim,pb_death_run_stumble,24.5,24.5
395,common_mp,  xanim,xanim,pb_death_run_onfront,24.5,24.5
396,common_mp,  xanim,xanim,pb_death_run_forward_crumple,32.3,32.3
397,common_mp,  xanim,xanim,pb_stand_death_headchest_topple,29.5,29.5
398,common_mp,  xanim,xanim,pb_stand_death_frontspin,27.0,27.0
399,common_mp,  xanim,xanim,pb_stand_death_nervedeath,24.6,24.6
400,common_mp,  xanim,xanim,pb_stand_death_neckdeath,20.0,20.0
401,common_mp,  xanim,xanim,pb_stand_death_neckdeath_thrash,28.6,28.6
402,common_mp,  xanim,xanim,pb_stand_death_head_collapse,28.6,28.6
403,common_mp,  xanim,xanim,pb_stand_death_lowerback,20.7,20.7
404,common_mp,  xanim,xanim,pb_stand_death_legs,39.5,39.5
405,common_mp,  xanim,xanim,pb_crouchrun_death_crumple,32.3,32.3
406,common_mp,  xanim,xanim,pb_crouchrun_death_drop,24.5,24.5
407,common_mp,  xanim,xanim,pb_crouch_death_falltohands,30.2,30.2
408,common_mp,  xanim,xanim,pb_crouch_death_fetal,24.4,24.4
409,common_mp,  xanim,xanim,pb_crouch_death_flip,30.2,30.2
410,common_mp,  xanim,xanim,pb_crouch_death_clutchchest,30.2,30.2
411,common_mp,  xanim,xanim,pb_crouch_death_headshot_front,30.2,30.2
412,common_mp,  xanim,xanim,pb_prone_death_quickdeath,8.6,8.6
413,common_mp,  xanim,xanim,pb_standmg42gunner_aim_45right_15up,1.8,1.8
414,common_mp,  xanim,xanim,pb_standmg42gunner_aim_30right_15up,1.7,1.7
415,common_mp,  xanim,xanim,pb_standmg42gunner_aim_15right_15up,1.8,1.8
416,common_mp,  xanim,xanim,pb_standmg42gunner_aim_forward_15up,1.8,1.8
417,common_mp,  xanim,xanim,pb_standmg42gunner_aim_15left_15up,1.8,1.8
418,common_mp,  xanim,xanim,pb_standmg42gunner_aim_30left_15up,1.7,1.7
419,common_mp,  xanim,xanim,pb_standmg42gunner_aim_45left_15up,1.8,1.8
420,common_mp,  xanim,xanim,pb_standmg42gunner_aim_45right_level,1.8,1.8
421,common_mp,  xanim,xanim,pb_standmg42gunner_aim_30right_level,1.8,1.8
422,common_mp,  xanim,xanim,pb_standmg42gunner_aim_15right_level,1.8,1.8
423,common_mp,  xanim,xanim,pb_standmg42gunner_aim_forward_level,1.3,1.3
424,common_mp,  xanim,xanim,pb_standmg42gunner_aim_15left_level,1.8,1.8
425,common_mp,  xanim,xanim,pb_standmg42gunner_aim_30left_level,1.8,1.8
426,common_mp,  xanim,xanim,pb_standmg42gunner_aim_45left_level,1.8,1.8
427,common_mp,  xanim,xanim,pb_standmg42gunner_aim_45right_15down,1.8,1.8
428,common_mp,  xanim,xanim,pb_standmg42gunner_aim_30right_15down,1.8,1.8
429,common_mp,  xanim,xanim,pb_standmg42gunner_aim_15right_15down,1.8,1.8
430,common_mp,  xanim,xanim,pb_standmg42gunner_aim_forward_15down,1.8,1.8
431,common_mp,  xanim,xanim,pb_standmg42gunner_aim_15left_15down,1.8,1.8
432,common_mp,  xanim,xanim,pb_standmg42gunner_aim_30left_15down,1.8,1.8
433,common_mp,  xanim,xanim,pb_standmg42gunner_aim_45left_15down,1.8,1.8
434,common_mp,  xanim,xanim,pb_standmg42gunner_fire_45right_15up,3.4,3.4
435,common_mp,  xanim,xanim,pb_standmg42gunner_fire_30right_15up,3.2,3.2
436,common_mp,  xanim,xanim,pb_standmg42gunner_fire_15right_15up,3.1,3.1
437,common_mp,  xanim,xanim,pb_standmg42gunner_fire_forward_15up,3.3,3.3
438,common_mp,  xanim,xanim,pb_standmg42gunner_fire_15left_15up,3.0,3.0
439,common_mp,  xanim,xanim,pb_standmg42gunner_fire_30left_15up,3.1,3.1
440,common_mp,  xanim,xanim,pb_standmg42gunner_fire_45left_15up,3.1,3.1
441,common_mp,  xanim,xanim,pb_standmg42gunner_fire_45right_level,3.4,3.4
442,common_mp,  xanim,xanim,pb_standmg42gunner_fire_30right_level,3.4,3.4
443,common_mp,  xanim,xanim,pb_standmg42gunner_fire_15right_level,3.0,3.0
444,common_mp,  xanim,xanim,pb_standmg42gunner_fire_forward_level,3.7,3.7
445,common_mp,  xanim,xanim,pb_standmg42gunner_fire_15left_level,3.1,3.1
446,common_mp,  xanim,xanim,pb_standmg42gunner_fire_30left_level,3.2,3.2
447,common_mp,  xanim,xanim,pb_standmg42gunner_fire_45left_level,3.1,3.1
448,common_mp,  xanim,xanim,pb_standmg42gunner_fire_45right_15down,3.5,3.5
449,common_mp,  xanim,xanim,pb_standmg42gunner_fire_30right_15down,3.4,3.4
450,common_mp,  xanim,xanim,pb_standmg42gunner_fire_15right_15down,3.1,3.1
451,common_mp,  xanim,xanim,pb_standmg42gunner_fire_forward_15down,3.3,3.3
452,common_mp,  xanim,xanim,pb_standmg42gunner_fire_15left_15down,3.1,3.1
453,common_mp,  xanim,xanim,pb_standmg42gunner_fire_30left_15down,3.2,3.2
454,common_mp,  xanim,xanim,pb_standmg42gunner_fire_45left_15down,3.2,3.2
455,common_mp,  xanim,xanim,pb_pronemg42gunner_aim_40right_15up,1.4,1.4
456,common_mp,  xanim,xanim,pb_pronemg42gunner_aim_20right_15up,1.4,1.4
457,common_mp,  xanim,xanim,pb_pronemg42gunner_aim_forward_15up,1.5,1.5
458,common_mp,  xanim,xanim,pb_pronemg42gunner_aim_20left_15up,1.3,1.3
459,common_mp,  xanim,xanim,pb_pronemg42gunner_aim_40left_15up,1.5,1.5
460,common_mp,  xanim,xanim,pb_pronemg42gunner_aim_40right_level,1.4,1.4
461,common_mp,  xanim,xanim,pb_pronemg42gunner_aim_20right_level,1.5,1.5
462,common_mp,  xanim,xanim,pb_pronemg42gunner_aim_forward_level,1.2,1.2
463,common_mp,  xanim,xanim,pb_pronemg42gunner_aim_20left_level,1.2,1.2
464,common_mp,  xanim,xanim,pb_pronemg42gunner_aim_40left_level,1.4,1.4
465,common_mp,  xanim,xanim,pb_pronemg42gunner_aim_40right_15down,1.5,1.5
466,common_mp,  xanim,xanim,pb_pronemg42gunner_aim_20right_15down,1.5,1.5
467,common_mp,  xanim,xanim,pb_pronemg42gunner_aim_forward_15down,1.4,1.4
468,common_mp,  xanim,xanim,pb_pronemg42gunner_aim_20left_15down,1.3,1.3
469,common_mp,  xanim,xanim,pb_pronemg42gunner_aim_40left_15down,1.5,1.5
470,common_mp,  xanim,xanim,pb_pronemg42gunner_fire_40right_15up,2.3,2.3
471,common_mp,  xanim,xanim,pb_pronemg42gunner_fire_20right_15up,2.3,2.3
472,common_mp,  xanim,xanim,pb_pronemg42gunner_fire_forward_15up,2.3,2.3
473,common_mp,  xanim,xanim,pb_pronemg42gunner_fire_20left_15up,1.9,1.9
474,common_mp,  xanim,xanim,pb_pronemg42gunner_fire_40left_15up,2.0,2.0
475,common_mp,  xanim,xanim,pb_pronemg42gunner_fire_40right_level,1.7,1.7
476,common_mp,  xanim,xanim,pb_pronemg42gunner_fire_20right_level,2.3,2.3
477,common_mp,  xanim,xanim,pb_pronemg42gunner_fire_forward_level,2.2,2.2
478,common_mp,  xanim,xanim,pb_pronemg42gunner_fire_20left_level,1.9,1.9
479,common_mp,  xanim,xanim,pb_pronemg42gunner_fire_40left_level,2.0,2.0
480,common_mp,  xanim,xanim,pb_pronemg42gunner_fire_40right_15down,2.1,2.1
481,common_mp,  xanim,xanim,pb_pronemg42gunner_fire_20right_15down,2.2,2.2
482,common_mp,  xanim,xanim,pb_pronemg42gunner_fire_forward_15down,2.3,2.3
483,common_mp,  xanim,xanim,pb_pronemg42gunner_fire_20left_15down,1.9,1.9
484,common_mp,  xanim,xanim,pb_pronemg42gunner_fire_40left_15down,1.9,1.9
485,common_mp,  xanim,xanim,pb_prone2crouch,12.5,12.5
486,common_mp,  xanim,xanim,pb_sprint,20.8,20.8
487,common_mp,  xanim,xanim,pb_crouch2prone,16.4,16.4
488,common_mp,  xanim,xanim,pb_prone_grenade_crawl_back,64.1,64.1
489,common_mp,  xanim,xanim,pb_prone_pistol_crawl_right,11.4,11.4
490,common_mp,  xanim,xanim,pb_prone_pistol_crawl_left,10.7,10.7
491,common_mp,  xanim,xanim,pb_prone_crawl_pistol_back,18.9,18.9
492,common_mp,  xanim,xanim,pb_prone_crawl_pistol,44.1,44.1
493,common_mp,  xanim,xanim,pb_prone_grenade_crawl_right,31.0,31.0
494,common_mp,  xanim,xanim,pb_prone_grenade_crawl_left,31.4,31.4
495,common_mp,  xanim,xanim,pb_prone_aim_grenade,34.3,34.3
496,common_mp,  xanim,xanim,pb_prone_aim_pistol,80.6,80.6
497,common_mp,  xanim,xanim,pb_prone_aim,61.4,61.4
498,common_mp,  xanim,xanim,pb_prone_crawl_back,61.3,61.3
499,common_mp,  xanim,xanim,pb_prone_crawl_right,30.3,30.3
500,common_mp,  xanim,xanim,pb_prone_crawl_left,32.2,32.2
501,common_mp,  xanim,xanim,pb_prone_grenade_crawl,47.0,47.0
502,common_mp,  xanim,xanim,pb_prone_crawl,44.1,44.1
503,common_mp,  xanim,xanim,pb_climbup,12.9,12.9
504,common_mp,  xanim,xanim,pb_climbdown,13.0,13.0
505,common_mp,  xanim,xanim,pb_combatwalk_right_loop_pistol,29.9,29.9
506,common_mp,  xanim,xanim,pb_combatwalk_left_loop_pistol,30.5,30.5
507,common_mp,  xanim,xanim,pb_combatwalk_back_loop_pistol,28.7,28.7
508,common_mp,  xanim,xanim,pb_combatwalk_forward_loop_pistol,31.3,31.3
509,common_mp,  xanim,xanim,pb_stand_shoot_walk_forward_unarmed,15.2,15.2
510,common_mp,  xanim,xanim,pb_stand_shoot_walk_right,22.2,22.2
511,common_mp,  xanim,xanim,pb_stand_shoot_walk_left,21.7,21.7
512,common_mp,  xanim,xanim,pb_stand_shoot_walk_back,24.1,24.1
513,common_mp,  xanim,xanim,pb_stand_shoot_walk_forward,26.5,26.5
514,common_mp,  xanim,xanim,pb_stand_grenade_throw,22.0,22.0
515,common_mp,  xanim,xanim,pb_crouch_grenade_throw,31.3,31.3
516,common_mp,  xanim,xanim,pb_crouch_walk_forward_unarmed,8.2,8.2
517,common_mp,  xanim,xanim,pb_crouch_shoot_run_right,30.5,30.5
518,common_mp,  xanim,xanim,pb_crouch_shoot_run_left,28.5,28.5
519,common_mp,  xanim,xanim,pb_crouch_shoot_run_back,28.5,28.5
520,common_mp,  xanim,xanim,pb_crouch_shoot_run_forward,29.0,29.0
521,common_mp,  xanim,xanim,pb_crouch_run_right_grenade,32.8,32.8
522,common_mp,  xanim,xanim,pb_crouch_run_left_grenade,31.9,31.9
523,common_mp,  xanim,xanim,pb_crouch_run_back_grenade,39.4,39.4
524,common_mp,  xanim,xanim,pb_crouch_walk_right_pistol,32.7,32.7
525,common_mp,  xanim,xanim,pb_crouch_walk_left_pistol,32.8,32.8
526,common_mp,  xanim,xanim,pb_crouch_walk_back_pistol,33.0,33.0
527,common_mp,  xanim,xanim,pb_crouch_walk_forward_pistol,31.4,31.4
528,common_mp,  xanim,xanim,pb_crouch_run_right_pistol,27.1,27.1
529,common_mp,  xanim,xanim,pb_crouch_run_left_pistol,25.0,25.0
530,common_mp,  xanim,xanim,pb_crouch_run_back_pistol,33.7,33.7
531,common_mp,  xanim,xanim,pb_crouch_run_forward_grenade,46.6,46.6
532,common_mp,  xanim,xanim,pb_crouch_run_forward_pistol,28.1,28.1
533,common_mp,  xanim,xanim,pb_crouch_run_right,25.1,25.1
534,common_mp,  xanim,xanim,pb_crouch_run_left,24.5,24.5
535,common_mp,  xanim,xanim,pb_crouch_run_back,22.9,22.9
536,common_mp,  xanim,xanim,pb_crouch_run_forward,26.6,26.6
537,common_mp,  xanim,xanim,pb_combatrun_back_loop_grenade,22.5,22.5
538,common_mp,  xanim,xanim,pb_combatrun_right_loop_grenade,17.8,17.8
539,common_mp,  xanim,xanim,pb_combatrun_left_loop_grenade,18.2,18.2
540,common_mp,  xanim,xanim,pb_combatrun_forward_loop_stickgrenade,26.3,26.3
541,common_mp,  xanim,xanim,pb_combatrun_right_loop_pistol,25.4,25.4
542,common_mp,  xanim,xanim,pb_combatrun_left_loop_pistol,23.9,23.9
543,common_mp,  xanim,xanim,pb_combatrun_back_loop_pistol,24.2,24.2
544,common_mp,  xanim,xanim,pb_combatrun_right_loop,18.9,18.9
545,common_mp,  xanim,xanim,pb_combatrun_left_loop,17.6,17.6
546,common_mp,  xanim,xanim,pb_combatrun_back_loop,23.3,23.3
547,common_mp,  xanim,xanim,pb_combatrun_forward_loop,22.0,22.0
548,common_mp,  xanim,xanim,pb_standjump_land_pistol,3.5,3.5
549,common_mp,  xanim,xanim,pb_standjump_takeoff_pistol,9.3,9.3
550,common_mp,  xanim,xanim,pb_runjump_land_pistol,6.6,6.6
551,common_mp,  xanim,xanim,pb_runjump_takeoff_pistol,7.7,7.7
552,common_mp,  xanim,xanim,pb_standjump_land,8.8,8.8
553,common_mp,  xanim,xanim,pb_standjump_takeoff,11.0,11.0
554,common_mp,  xanim,xanim,pb_runjump_land,8.2,8.2
555,common_mp,  xanim,xanim,pb_runjump_takeoff,11.2,11.2
556,common_mp,  xanim,xanim,pb_pistol_run_fast,25.5,25.5
557,common_mp,  xanim,xanim,pb_crouch_bombplant,23.9,23.9
558,common_mp,  xanim,xanim,pb_stand_bombplant,47.3,47.3
559,common_mp,  xanim,xanim,pb_prone_bombplant,52.4,52.4
560,common_mp,  xanim,xanim,pb_chicken_dance_crouch,12.8,12.8
561,common_mp,  xanim,xanim,pb_crouch_ads_pistol,56.8,56.8
562,common_mp,  xanim,xanim,pb_crouch_alert_pistol,56.8,56.8
563,common_mp,  xanim,xanim,pb_crouch_ads,32.3,32.3
564,common_mp,  xanim,xanim,pb_crouch_alert,32.3,32.3
565,common_mp,  xanim,xanim,pb_crouch_grenade_pullpin,27.7,27.7
566,common_mp,  xanim,xanim,pb_rifle_idleb_ads,2.2,2.2
567,common_mp,  xanim,xanim,pb_rifle_idlea_ads,2.4,2.4
568,common_mp,  xanim,xanim,pb_stand__shoot_ads_pistol,8.0,8.0
569,common_mp,  xanim,xanim,pb_stand_ads_pistol,22.3,22.3
570,common_mp,  xanim,xanim,pb_stand_alert_pistol,22.3,22.3
571,common_mp,  xanim,xanim,pb_stand_grenade_pullpin,29.9,29.9
572,common_mp,  xanim,xanim,pb_stand_ads,10.3,10.3
573,common_mp,  xanim,xanim,pb_stand_alert,120.9,120.9
574,common_mp,  xanim,xanim,pt_flinch_grenade_back,5.2,5.2
575,common_mp,  xanim,xanim,pt_flinch_grenade_forward,6.2,6.2
576,common_mp,  xanim,xanim,pt_flinch_grenade_left,6.4,6.4
577,common_mp,  xanim,xanim,pt_flinch_grenade_right,6.4,6.4
578,common_mp,  xanim,xanim,pt_flinch_pistol_right,6.4,6.4
579,common_mp,  xanim,xanim,pt_flinch_pistol_back,5.0,5.0
580,common_mp,  xanim,xanim,pt_flinch_pistol_forward,6.4,6.4
581,common_mp,  xanim,xanim,pt_flinch_pistol_left,6.3,6.3
582,common_mp,  xanim,xanim,pt_flinch_right,4.5,4.5
583,common_mp,  xanim,xanim,pt_flinch_left,4.5,4.5
584,common_mp,  xanim,xanim,pt_flinch_back,4.2,4.2
585,common_mp,  xanim,xanim,pt_flinch_forward,4.5,4.5
586,common_mp,  xanim,xanim,pb_crouch_shellshock,45.3,45.3
587,common_mp,  xanim,xanim,pb_stand_shellshock,44.0,44.0
588,common_mp,  xanim,xanim,pt_prone_pullout_pose,1.1,1.1
589,common_mp,  xanim,xanim,pt_stand_pullout_pose,15.0,15.0
590,common_mp,  xanim,xanim,pt_crouch_pullout_pose,1.0,1.0
591,common_mp,  xanim,xanim,pt_melee_prone_pistol,16.0,16.0
592,common_mp,  xanim,xanim,pt_melee_prone,15.9,15.9
593,common_mp,  xanim,xanim,pt_melee_pistol_4,6.3,6.3
594,common_mp,  xanim,xanim,pt_melee_pistol_3,7.8,7.8
595,common_mp,  xanim,xanim,pt_melee_pistol_2,15.3,15.3
596,common_mp,  xanim,xanim,pt_melee_pistol_1,14.7,14.7
597,common_mp,  xanim,xanim,pt_melee_crouch_right2left,6.7,6.7
598,common_mp,  xanim,xanim,pt_melee_crouch_left2right,7.8,7.8
599,common_mp,  xanim,xanim,pt_melee_crouch_left2left,6.8,6.8
600,common_mp,  xanim,xanim,pt_melee_left2right,4.8,4.8
601,common_mp,  xanim,xanim,pt_melee_left2left_1,7.6,7.6
602,common_mp,  xanim,xanim,pt_melee_right2left,5.9,5.9
603,common_mp,  xanim,xanim,pt_melee_right2right_2,9.3,9.3
604,common_mp,  xanim,xanim,pt_melee_right2right_1,8.2,8.2
605,common_mp,  xanim,xanim,pt_prone_shoot_auto,5.5,5.5
606,common_mp,  xanim,xanim,pt_prone_shoot_pistol,8.6,8.6
607,common_mp,  xanim,xanim,pt_prone_shoot,5.5,5.5
608,common_mp,  xanim,xanim,pt_reload_prone_auto,22.2,22.2
609,common_mp,  xanim,xanim,pt_reload_stand_auto_mp40,28.6,28.6
610,common_mp,  xanim,xanim,pt_reload_stand_auto,22.5,22.5
611,common_mp,  xanim,xanim,pt_reload_prone_rifle,11.5,11.5
612,common_mp,  xanim,xanim,pt_reload_stand_rifle,22.5,22.5
613,common_mp,  xanim,xanim,pt_reload_crouch_rifle,28.6,28.6
614,common_mp,  xanim,xanim,pt_reload_prone_pistol,19.7,19.7
615,common_mp,  xanim,xanim,pt_reload_stand_pistol,18.7,18.7
616,common_mp,  xanim,xanim,pt_reload_crouch_pistol,17.4,17.4
617,common_mp,  xanim,xanim,pt_crouch_rifle_fire,7.6,7.6
618,common_mp,  xanim,xanim,pt_crouch_rifle_fire_ads,7.4,7.4
619,common_mp,  xanim,xanim,pt_rifle_fire,5.1,5.1
620,common_mp,  xanim,xanim,pt_rifle_fire_ads,5.1,5.1
621,common_mp,  xanim,xanim,pt_rifle_fire_prone,10.0,10.0
622,common_mp,  xanim,xanim,pt_prone_grenade_throw,18.7,18.7
623,common_mp,  xanim,xanim,pt_crouch_grenade_throw,15.8,15.8
624,common_mp,  xanim,xanim,pt_stand_grenade_throw,15.8,15.8
625,common_mp,  xanim,xanim,pt_crouch_shoot_ads_pistol,7.0,7.0
626,common_mp,  xanim,xanim,pt_crouch_shoot_pistol,7.0,7.0
627,common_mp,  xanim,xanim,pt_stand_shoot_pistol,6.2,6.2
628,common_mp,  xanim,xanim,pt_crouch_shoot_auto_ads,6.6,6.6
629,common_mp,  xanim,xanim,pt_crouch_shoot_ads,6.8,6.8
630,common_mp,  xanim,xanim,pt_crouch_shoot_auto,6.6,6.6
631,common_mp,  xanim,xanim,pt_crouch_shoot,6.8,6.8
632,common_mp,  xanim,xanim,pt_stand_shoot_auto_ads,4.8,4.8
633,common_mp,  xanim,xanim,pt_stand_shoot_ads,4.8,4.8
634,common_mp,  xanim,xanim,pt_stand_shoot_auto,5.1,5.1
635,common_mp,  xanim,xanim,pt_stand_shoot,5.1,5.1
636,common_mp,  xanim,xanim,mp_mantle_up_57,14.5,14.5
637,common_mp,  xanim,xanim,mp_mantle_up_51,13.2,13.2
638,common_mp,  xanim,xanim,mp_mantle_up_45,13.2,13.2
639,common_mp,  xanim,xanim,mp_mantle_up_39,12.3,12.3
640,common_mp,  xanim,xanim,mp_mantle_up_33,8.9,8.9
641,common_mp,  xanim,xanim,mp_mantle_up_27,5.8,5.8
642,common_mp,  xanim,xanim,mp_mantle_up_21,5.7,5.7
643,common_mp,  xanim,xanim,mp_mantle_over_high,12.8,12.8
644,common_mp,  xanim,xanim,mp_mantle_over_mid,7.4,7.4
645,common_mp,  xanim,xanim,mp_mantle_over_low,5.8,5.8
646,common_mp,  xanim,xanim,pb_run_fast,7.5,7.5
647,common_mp,  xanim,xanim,pb_sprint_gundown,13.3,13.3
648,common_mp,  xanim,xanim,pb_stand_alert_rpg,26.6,26.6
649,common_mp,  xanim,xanim,pt_stand_shoot_rpg,8.0,8.0
650,common_mp,  xanim,xanim,pt_reload_stand_rpg,42.8,42.8
651,common_mp,  xanim,xanim,pb_combatrun_forward_rpg,23.3,23.3
652,common_mp,  xanim,xanim,pb_combatrun_back_rpg,21.8,21.8
653,common_mp,  xanim,xanim,pb_sprint_rpg,18.4,18.4
654,common_mp,  xanim,xanim,pb_laststand_idle,13.1,13.1
655,common_mp,  xanim,xanim,pt_laststand_fire,10.2,10.2
656,common_mp,  xanim,xanim,pb_laststand_death,32.5,32.5
657,common_mp,  xanim,xanim,pt_laststand_reload,28.4,28.4
658,common_mp,  xanim,xanim,pb_hold_idle,40.2,40.2
659,common_mp,  xanim,xanim,pt_hold_setup,17.1,17.1
660,common_mp,  xanim,xanim,pt_hold_throw,12.3,12.3
661,common_mp,  xanim,xanim,pb_hold_run,26.7,26.7
662,common_mp,  xanim,xanim,pb_hold_run_back,23.2,23.2
663,common_mp,  xanim,xanim,pb_hold_run_right,18.1,18.1
664,common_mp,  xanim,xanim,pb_hold_run_left,18.5,18.5
665,common_mp,  xanim,xanim,pb_crouch_alert_rpg,105.1,105.1
666,common_mp,  xanim,xanim,pb_crouch_ads_rpg,4.2,4.2
667,common_mp,  xanim,xanim,pb_stand_ads_rpg,11.0,11.0
668,common_mp,  xanim,xanim,pb_sprint_pistol,16.2,16.2
669,common_mp,  xanim,xanim,pb_combatrun_left_rpg,21.6,21.6
670,common_mp,  xanim,xanim,pb_combatrun_right_rpg,21.1,21.1
671,common_mp,  xanim,xanim,pb_walk_forward_rpg_ads,24.1,24.1
672,common_mp,  xanim,xanim,pb_walk_back_rpg_ads,26.0,26.0
673,common_mp,  xanim,xanim,pb_walk_left_rpg_ads,24.1,24.1
674,common_mp,  xanim,xanim,pb_walk_right_rpg_ads,25.5,25.5
675,common_mp,  xanim,xanim,pb_crouch_hold_idle,63.3,63.3
676,common_mp,  xanim,xanim,pb_crouch_hold_run,47.3,47.3
677,common_mp,  xanim,xanim,pb_crouch_hold_run_back,40.5,40.5
678,common_mp,  xanim,xanim,pb_crouch_hold_run_left,32.7,32.7
679,common_mp,  xanim,xanim,pb_crouch_hold_run_right,33.4,33.4
680,common_mp,  xanim,xanim,pb_prone_aim_rpg,23.0,23.0
681,common_mp,  xanim,xanim,pt_prone_shoot_rpg,5.0,5.0
682,common_mp,  xanim,xanim,pt_reload_prone_rpg,24.3,24.3
683,common_mp,  xanim,xanim,pt_stand_shoot_shotgun,6.1,6.1
684,common_mp,  xanim,xanim,pb_crouch_run_back_rpg,29.4,29.4
685,common_mp,  xanim,xanim,pb_crouch_run_forward_rpg,25.9,25.9
686,common_mp,  xanim,xanim,pb_crouch_run_left_rpg,22.1,22.1
687,common_mp,  xanim,xanim,pb_crouch_run_right_rpg,21.9,21.9
688,common_mp,  xanim,xanim,pb_crouch_walk_right_rpg,28.7,28.7
689,common_mp,  xanim,xanim,pb_crouch_walk_left_rpg,29.5,29.5
690,common_mp,  xanim,xanim,pb_crouch_walk_forward_rpg,29.8,29.8
691,common_mp,  xanim,xanim,pb_crouch_walk_back_rpg,35.9,35.9
692,common_mp,  xanim,xanim,pb_prone2crouchrun,9.8,9.8
693,common_mp,  xanim,xanim,pb_prone_hold,109.6,109.6
694,common_mp,  xanim,xanim,pb_prone_crawl_hold,47.0,47.0
695,common_mp,  xanim,xanim,pb_prone_crawl_back_hold,64.1,64.1
696,common_mp,  xanim,xanim,pb_prone_crawl_left_hold,31.4,31.4
697,common_mp,  xanim,xanim,pb_prone_crawl_right_hold,31.0,31.0
698,common_mp,  xanim,xanim,pt_reload_crouchwalk,27.3,27.3
699,common_mp,  xanim,xanim,pt_reload_crouchwalk_pistol,18.0,18.0
700,common_mp,  xanim,xanim,pb_sprint_hold,23.9,23.9
701,common_mp,  xanim,xanim,pt_hold_prone_throw,15.3,15.3
702,common_mp,  rawfile,rawfile,mp/playeranim.script,32.1,32.1
703,common_mp,  rawfile,rawfile,animtrees/multiplayer.atr,17.2,17.2
704,common_mp,  xanim,xanim,pb_saw_gunner_aim_down_left45,1.5,1.5
705,common_mp,  xanim,xanim,pb_saw_gunner_aim_down_left30,1.5,1.5
706,common_mp,  xanim,xanim,pb_saw_gunner_aim_down_left15,1.5,1.5
707,common_mp,  xanim,xanim,pb_saw_gunner_aim_down_center,1.5,1.5
708,common_mp,  xanim,xanim,pb_saw_gunner_aim_down_right15,1.5,1.5
709,common_mp,  xanim,xanim,pb_saw_gunner_aim_down_right30,1.5,1.5
710,common_mp,  xanim,xanim,pb_saw_gunner_aim_down_right45,1.5,1.5
711,common_mp,  xanim,xanim,pb_saw_gunner_aim_level_left45,1.5,1.5
712,common_mp,  xanim,xanim,pb_saw_gunner_aim_level_left30,1.5,1.5
713,common_mp,  xanim,xanim,pb_saw_gunner_aim_level_left15,1.5,1.5
714,common_mp,  xanim,xanim,pb_saw_gunner_aim_level_center,1.5,1.5
715,common_mp,  xanim,xanim,pb_saw_gunner_aim_level_right15,1.5,1.5
716,common_mp,  xanim,xanim,pb_saw_gunner_aim_level_right30,1.5,1.5
717,common_mp,  xanim,xanim,pb_saw_gunner_aim_level_right45,1.5,1.5
718,common_mp,  xanim,xanim,pb_saw_gunner_aim_up_left45,1.5,1.5
719,common_mp,  xanim,xanim,pb_saw_gunner_aim_up_left30,1.5,1.5
720,common_mp,  xanim,xanim,pb_saw_gunner_aim_up_left15,1.5,1.5
721,common_mp,  xanim,xanim,pb_saw_gunner_aim_up_center,1.5,1.5
722,common_mp,  xanim,xanim,pb_saw_gunner_aim_up_right15,1.5,1.5
723,common_mp,  xanim,xanim,pb_saw_gunner_aim_up_right30,1.5,1.5
724,common_mp,  xanim,xanim,pb_saw_gunner_aim_up_right45,1.5,1.5
725,common_mp,  xanim,xanim,pb_saw_gunner_prone_aim_down_center,1.5,1.5
726,common_mp,  xanim,xanim,pb_saw_gunner_prone_aim_down_right20,1.5,1.5
727,common_mp,  xanim,xanim,pb_saw_gunner_prone_aim_down_right40,1.5,1.5
728,common_mp,  xanim,xanim,pb_saw_gunner_prone_aim_down_left20,1.5,1.5
729,common_mp,  xanim,xanim,pb_saw_gunner_prone_aim_down_left40,1.5,1.5
730,common_mp,  xanim,xanim,pb_saw_gunner_prone_aim_up_center,1.5,1.5
731,common_mp,  xanim,xanim,pb_saw_gunner_prone_aim_up_right20,1.5,1.5
732,common_mp,  xanim,xanim,pb_saw_gunner_prone_aim_up_right40,1.5,1.5
