index,type,type,name,usage(KB),total(KB)
407,  techset,techset,mc_l_hsm_b0c0,15.5,15.5
408,  techset,techset,mc_l_hsm_b0c0n0,17.6,17.6
409,  techset,techset,sm2/wc_l_sm_b0c0n0,15.2,15.2
410,  techset,techset,sm2/wc_l_sm_b0c0,11.1,11.1
411,  techset,techset,sm2/wc_l_hsm_b0c0,6.0,6.0
412,  techset,techset,sm2/wc_l_hsm_b0c0n0,7.3,7.3
413,  techset,techset,wc_l_sm_b0c0n0,21.0,21.0
414,  techset,techset,wc_l_sm_b0c0,16.1,16.1
415,  techset,techset,wc_l_hsm_b0c0,7.5,7.5
416,  techset,techset,wc_l_hsm_b0c0n0,8.7,8.7
417,  xmodel,xmodel,fx_wood_splinter01,0.8,1.0
418,  xmodel,xmodel,fx_wood_splinter02,2.0,2.0
419,  techset,techset,sm2/effect_add_nofog,1.0,1.0
420,  fx,fx,impacts/distant_grain,2.2,2.4
421,  fx,fx,impacts/large_woodhit,4.0,5.1
422,  fx,fx,impacts/brickimpact_em2,1.3,1.3
423,  fx,fx,impacts/small_brick,3.4,4.4
424,  fx,fx,impacts/default_hit,2.2,2.7
425,  fx,fx,impacts/cloth_hit,2.6,2.6
426,  fx,fx,impacts/distant_conc,2.2,2.2
427,  fx,fx,impacts/small_concrete_1,7.9,9.2
428,  fx,fx,impacts/small_dirt_1,9.6,9.9
429,  fx,fx,impacts/small_foliage,2.6,3.0
430,  techset,techset,mc_l_sm_b0c0s0,40.2,40.2
431,  techset,techset,mc_l_hsm_b0c0s0,20.0,20.0
432,  techset,techset,wc_l_sm_b0c0s0,19.3,19.3
433,  techset,techset,wc_l_hsm_b0c0s0,9.8,9.8
434,  techset,techset,mc_l_sm_b0c0n0s0,45.1,45.1
435,  techset,techset,mc_l_hsm_b0c0n0s0,22.0,22.0
436,  fx,fx,impacts/small_glass,3.8,4.7
437,  fx,fx,impacts/small_grass,4.0,4.6
438,  fx,fx,impacts/small_gravel,2.8,3.2
439,  fx,fx,impacts/small_snowhit,2.8,3.1
440,  techset,techset,sm2/effect_zfeather_add_nofog,1.5,1.5
441,  techset,techset,effect_zfeather_add_nofog,1.4,1.4
442,  techset,techset,wc_l_sm_b0c0n0s0,22.4,22.4
443,  techset,techset,wc_l_hsm_b0c0n0s0,11.0,11.0
444,  fx,fx,impacts/small_metalhit_1,4.7,5.9
445,  fx,fx,impacts/decal_mudsplash,0.6,1.4
446,  fx,fx,impacts/small_mud,4.5,4.8
447,  fx,fx,impacts/small_plaster_1,5.3,5.9
448,  fx,fx,impacts/small_rock_1,5.8,6.4
449,  fx,fx,impacts/small_waterhit,3.2,3.5
450,  fx,fx,impacts/small_asphalt,6.4,6.5
451,  fx,fx,impacts/small_ceramic,5.3,5.8
452,  fx,fx,impacts/large_plastic,2.2,3.2
453,  fx,fx,impacts/cushion_hit,3.0,3.2
454,  fx,fx,impacts/large_metal_painted_hit,4.7,4.7
455,  fx,fx,impacts/flesh_hit_body_nonfatal,1.7,1.7
456,  fx,fx,impacts/flesh_hit_body_fatal_exit,2.0,2.1
457,  fx,fx,impacts/exit_tracer,1.3,1.4
458,  xmodel,xmodel,fx_watermelonmeat_01,3.4,3.6
459,  xmodel,xmodel,fx_watermelonmeat_02,2.8,2.8
460,  xmodel,xmodel,fx_watermelonmeat_03,2.8,2.8
461,  xmodel,xmodel,fx_watermelonmeat_04,2.9,2.9
462,  fx,fx,impacts/flesh_hit_splat,0.6,1.8
463,  fx,fx,impacts/flesh_hit_head_fatal_exit,4.2,4.2
464,  fx,fx,impacts/large_brick,3.4,3.8
465,  fx,fx,impacts/large_concrete_1,7.6,7.6
466,  fx,fx,impacts/large_dirt_1,9.6,9.6
467,  fx,fx,impacts/large_glass,3.9,3.9
468,  fx,fx,impacts/large_gravel,4.0,4.0
469,  fx,fx,impacts/large_metalhit_1,4.7,4.7
470,  fx,fx,impacts/large_mud,4.4,4.4
471,  fx,fx,impacts/large_plaster_1,5.8,5.8
472,  fx,fx,impacts/large_rock_1,5.3,5.3
473,  fx,fx,impacts/large_waterhit,3.2,3.2
474,  fx,fx,impacts/large_asphalt,6.5,6.5
475,  fx,fx,impacts/large_ceramic,5.8,5.8
476,  fx,fx,impacts/distant_grain_large,2.2,2.2
477,  fx,fx,impacts/20mm_wood_impact,5.3,5.3
478,  fx,fx,impacts/20mm_brick_impact,7.0,7.0
479,  fx,fx,impacts/20mm_concrete_impact,7.0,7.0
480,  fx,fx,impacts/20mm_dirt_impact,7.2,7.2
481,  fx,fx,impacts/distant_conc_large,2.2,2.3
482,  fx,fx,impacts/20mm_glass_impact,4.4,4.4
483,  fx,fx,impacts/20mm_default_impact,7.0,7.0
484,  fx,fx,impacts/20mm_snow_impact,2.6,2.6
485,  fx,fx,impacts/20mm_metal_impact,4.7,5.5
486,  fx,fx,impacts/20mm_plaster_impact,7.0,7.0
487,  fx,fx,impacts/20mm_rock_impact,7.0,7.0
488,  fx,fx,impacts/20mm_water_impact,3.0,3.0
489,  fx,fx,impacts/20mm_ceramic_impact,7.0,7.0
490,  fx,fx,explosions/grenade_flash,3.0,3.3
491,  techset,techset,sm2/distortion_scale_zfeather,2.4,2.4
492,  techset,techset,sm2/distortion_scale,1.8,1.8
493,  techset,techset,distortion_scale_zfeather,2.2,2.2
494,  techset,techset,distortion_scale,1.8,1.8
495,  fx,fx,explosions/grenadeexp_default,6.2,6.5
496,  fx,fx,smoke/grenade_smoke,1.6,1.9
497,  fx,fx,explosions/grenadeexp_wood,6.6,6.7
498,  fx,fx,explosions/grenadeexp_blacktop,7.6,7.6
499,  fx,fx,explosions/grenadeexp_concrete_1,23.3,23.3
500,  fx,fx,explosions/grenadeexp_dirt_1,23.7,23.9
501,  fx,fx,impacts/flesh_hit,2.8,2.9
502,  fx,fx,explosions/grenadeexp_mud,8.2,8.2
503,  fx,fx,explosions/grenadeexp_metal,9.4,9.4
504,  techset,techset,sm2/particle_cloud_outdoor,1.2,1.2
505,  techset,techset,particle_cloud_outdoor,1.1,1.1
506,  fx,fx,explosions/grenadeexp_snow,20.1,20.5
507,  fx,fx,explosions/grenadeexp_water,6.1,6.4
508,  fx,fx,explosions/default_explosion,12.1,12.1
509,  fx,fx,explosions/mortarexp_water,9.4,9.8
510,  fx,fx,impacts/impact_em,1.3,1.3
511,  fx,fx,impacts/large_plaster,4.5,4.5
512,  fx,fx,impacts/large_rock,4.3,4.3
513,  fx,fx,impacts/large_dirt,3.4,3.4
514,  impactfx,impactfx,,1.6,1.6
515,  xmodel,xmodel,fx,5.1,5.1
516,  fx,fx,distortion/distortion_tank_muzzleflash,1.1,1.3
517,  techset,techset,sm2/mc_l_sm_r0c0n0s0,20.8,20.8
518,  techset,techset,sm2/mc_l_hsm_r0c0n0,9.2,9.2
519,  techset,techset,mc_l_sm_r0c0n0s0,36.5,36.5
520,  techset,techset,mc_l_sm_r0c0n0,21.1,21.1
521,  techset,techset,mc_l_hsm_r0c0n0,11.6,11.6
522,  techset,techset,mc_l_hsm_r0c0n0s0,15.5,15.5
523,  xmodel,xmodel,fx_me_brick_01,4.5,4.8
524,  xmodel,xmodel,fx_me_brick_01_piece01,4.4,4.4
525,  xmodel,xmodel,fx_me_brick_01_piece02,4.4,4.4
526,  xmodel,xmodel,fx_rock_small,1.3,1.5
527,  fx,fx,breakables/exp_wall_cinderblock_96,14.1,14.2
528,  fx,fx,treadfx/tread_dust_brown,1.8,1.8
529,  fx,fx,fire/tank_fire_engine,0.9,1.1
530,  fx,fx,fire/tank_fire_turret_small,3.1,3.1
531,  fx,fx,impacts/flesh_hit_noblood,2.8,2.8
532,  fx,fx,impacts/flesh_hit_knife,2.0,2.0
533,  fx,fx,impacts/flesh_hit_knife_noblood,2.8,2.8
534,  fx,fx,misc/insects_carcass_flies,1.3,1.4
535,  techset,techset,sm2/effect_zfeather_falloff_add_nofog,1.5,1.5
536,  techset,techset,sm2/effect_falloff_add_nofog,1.2,1.2
537,  techset,techset,effect_zfeather_falloff_add_nofog,1.4,1.4
538,  techset,techset,effect_falloff_add_nofog,1.1,1.1
539,  fx,fx,misc/ui_pickup_available,2.7,3.3
540,  fx,fx,misc/ui_pickup_unavailable,2.7,2.7
541,  fx,fx,misc/ui_flagbase_silver,1.7,1.7
542,  fx,fx,misc/ui_flagbase_black,1.6,1.6
543,  fx,fx,misc/ui_flagbase_red,1.6,1.6
544,  fx,fx,misc/ui_flagbase_gold,1.6,1.6
545,  fx,fx,misc/light_c4_blink,1.6,1.8
546,  fx,fx,misc/claymore_laser,2.1,2.1
547,  fx,fx,props/crateexp_dust,7.5,7.6
548,  fx,fx,props/barrel_fire,1.2,1.4
549,  techset,techset,sm2/effect_zfeather_falloff_add,1.6,1.6
550,  techset,techset,sm2/effect_falloff_add,1.4,1.4
551,  techset,techset,effect_zfeather_falloff_add,1.5,1.5
552,  techset,techset,effect_falloff_add,1.3,1.3
553,  fx,fx,fire/fire_barrel_fragm_a,1.2,1.2
554,  fx,fx,fire/fire_barrel_fragm_b,1.3,1.3
555,  fx,fx,fire/fire_barrel_fragm_c,1.2,1.2
556,  fx,fx,props/barrelexp,17.8,18.5
557,  fx,fx,impacts/small_metalhit,3.2,3.2
558,  fx,fx,props/crateexp_ammo,5.2,5.2
559,  techset,techset,sm2/effect_add_eyeoffset,1.1,1.1
560,  techset,techset,effect_add_eyeoffset,1.0,1.0
561,  fx,fx,props/glow_latern,1.4,1.5
562,  fx,fx,smoke/battlefield_smokebank_s,1.1,1.1
563,  fx,fx,smoke/damaged_vehicle_smoke,2.2,2.2
564,  fx,fx,smoke/thin_black_smoke_m,2.9,2.9
565,  fx,fx,smoke/thin_light_smoke_l,2.9,2.9
566,  fx,fx,smoke/thin_light_smoke_m,3.0,3.0
567,  fx,fx,explosions/artilleryexp_dirt_brown,8.2,8.3
568,  fx,fx,fire/firelp_small_pm,4.6,4.8
569,  fx,fx,fire/firelp_small_pm_a,3.1,3.2
570,  fx,fx,fire/firelp_small_pm_spawner,1.4,1.4
571,  fx,fx,explosions/small_vehicle_explosion,6.0,6.0
572,  fx,fx,explosions/large_vehicle_explosion,26.0,26.0
573,  fx,fx,explosions/wall_explosion_pm_a,36.3,36.6
574,  xmodel,xmodel,projectile_cbu97_clusterbomb_tail,44.3,44.6
575,  fx,fx,explosions/clusterbomb_exp,7.9,7.9
576,  xmodel,xmodel,projectile_cbu97_clusterbomb_shell,10.6,10.6
577,  fx,fx,explosions/clusterbomb,20.0,20.1
578,  xmodel,xmodel,projectile_cbu97_clusterbomb,42.7,42.7
579,  rawfile,rawfile,common_scripts/utility.gsc,25.1,25.1
580,  rawfile,rawfile,createfx.cfg,1.2,1.2
581,  rawfile,rawfile,info/bullet_penetration_mp,1.3,1.3
582,  rawfile,rawfile,maps/mp/_createfx.gsc,41.4,41.4
583,  rawfile,rawfile,maps/mp/_createfxmenu.gsc,12.3,12.3
584,  rawfile,rawfile,maps/mp/_art.gsc,24.9,24.9
585,  rawfile,rawfile,maps/mp/_fx.gsc,18.3,18.3
586,  rawfile,rawfile,maps/mp/_flashgrenades.gsc,3.0,3.0
587,  rawfile,rawfile,maps/mp/_global_fx.gsc,2.8,2.8
588,  rawfile,rawfile,maps/mp/_teargrenades.gsc,4.3,4.3
589,  rawfile,rawfile,maps/mp/_entityheadicons.gsc,5.2,5.2
590,  rawfile,rawfile,maps/mp/_helicopter.gsc,43.7,43.7
591,  rawfile,rawfile,maps/mp/_load.gsc,18.4,18.4
592,  rawfile,rawfile,maps/mp/_compass.gsc,2.3,2.3
593,  rawfile,rawfile,maps/mp/_shutter.gsc,4.8,4.8
594,  rawfile,rawfile,maps/mp/_utility.gsc,20.3,20.3
595,  rawfile,rawfile,maps/mp/_destructables.gsc,2.2,2.2
596,  rawfile,rawfile,maps/mp/_ac130.gsc,5.1,5.1
597,  rawfile,rawfile,maps/mp/_menus.gsc,41.6,41.6
598,  rawfile,rawfile,maps/mp/gametypes/_battlechatter_mp.gsc,5.0,5.0
599,  rawfile,rawfile,maps/mp/gametypes/_callbacksetup.gsc,4.6,4.6
600,  rawfile,rawfile,maps/mp/gametypes/_class.gsc,47.5,47.5
601,  rawfile,rawfile,maps/mp/gametypes/_copter.gsc,23.4,23.4
602,  rawfile,rawfile,maps/mp/gametypes/_damagefeedback.gsc,1.2,1.2
603,  rawfile,rawfile,maps/mp/gametypes/_deathicons.gsc,1.5,1.5
604,  rawfile,rawfile,maps/mp/gametypes/_dev.gsc,16.6,16.6
605,  rawfile,rawfile,maps/mp/gametypes/_friendicons.gsc,2.7,2.7
606,  rawfile,rawfile,maps/mp/gametypes/_globallogic.gsc,142.9,142.9
607,  rawfile,rawfile,maps/mp/gametypes/_gameobjects.gsc,41.9,41.9
608,  rawfile,rawfile,maps/mp/gametypes/_hardpoints.gsc,71.5,71.5
609,  rawfile,rawfile,maps/mp/gametypes/_healthoverlay.gsc,3.6,3.6
610,  rawfile,rawfile,maps/mp/gametypes/_hud_util.gsc,16.7,16.7
611,  rawfile,rawfile,maps/mp/gametypes/_hud_message.gsc,17.4,17.4
612,  rawfile,rawfile,maps/mp/gametypes/_hud.gsc,5.9,5.9
613,  rawfile,rawfile,maps/mp/gametypes/_killcam.gsc,6.7,6.7
614,  rawfile,rawfile,maps/mp/gametypes/_menus.gsc,10.0,10.0
615,  rawfile,rawfile,maps/mp/gametypes/_missions.gsc,34.8,34.8
616,  rawfile,rawfile,maps/mp/gametypes/_objpoints.gsc,4.0,4.0
617,  rawfile,rawfile,maps/mp/gametypes/_oldschool.gsc,12.8,12.8
618,  rawfile,rawfile,maps/mp/gametypes/_perplayer.gsc,5.9,5.9
619,  rawfile,rawfile,maps/mp/gametypes/_persistence.gsc,1.5,1.5
620,  rawfile,rawfile,maps/mp/gametypes/_quickmessages.gsc,5.8,5.8
621,  rawfile,rawfile,maps/mp/gametypes/_rank.gsc,29.9,29.9
622,  rawfile,rawfile,maps/mp/gametypes/_scoreboard.gsc,1.4,1.4
623,  rawfile,rawfile,maps/mp/gametypes/_serversettings.gsc,4.4,4.4
624,  rawfile,rawfile,maps/mp/gametypes/_shellshock.gsc,1.6,1.6
625,  rawfile,rawfile,maps/mp/gametypes/_spawnlogic.gsc,45.4,45.4
626,  rawfile,rawfile,maps/mp/gametypes/_spectating.gsc,2.8,2.8
627,  rawfile,rawfile,maps/mp/gametypes/_teams.gsc,17.9,17.9
628,  rawfile,rawfile,maps/mp/gametypes/_weapons.gsc,38.7,38.7
629,  rawfile,rawfile,maps/mp/gametypes/dom.gsc,28.0,28.0
630,  rawfile,rawfile,maps/mp/gametypes/sd.gsc,26.0,26.0
631,  rawfile,rawfile,maps/mp/gametypes/war.gsc,5.1,5.1
632,  rawfile,rawfile,maps/mp/gametypes/sab.gsc,21.8,21.8
633,  rawfile,rawfile,maps/mp/gametypes/dm.gsc,4.2,4.2
634,  rawfile,rawfile,maps/mp/gametypes/ctf.gsc,20.9,20.9
635,  rawfile,rawfile,maps/mp/gametypes/koth.gsc,21.3,21.3
636,  rawfile,rawfile,maps/mp/gametypes/_tweakables.gsc,10.8,10.8
637,  rawfile,rawfile,maps/mp/_destructible.gsc,46.6,46.6
638,  rawfile,rawfile,maps/mp/_destructible_types.gsc,64.4,64.4
639,  techset,techset,sm2/mc_l_sm_skin_r0c0,14.3,14.3
640,  techset,techset,sm2/mc_l_hsm_skin_r0c0,7.8,7.8
641,  techset,techset,mc_l_sm_skin_r0c0n0s0,49.0,49.0
642,  techset,techset,mc_l_sm_skin_r0c0,34.3,34.3
643,  techset,techset,mc_l_sm_skin_r0c0s0,38.1,38.1
644,  techset,techset,mc_l_sm_skin_r0c0n0,33.9,33.9
645,  techset,techset,mc_l_hsm_skin_r0c0,15.1,15.1
646,  techset,techset,mc_l_hsm_skin_r0c0s0,19.1,19.1
647,  techset,techset,mc_l_hsm_skin_r0c0n0,17.0,17.0
648,  techset,techset,mc_l_hsm_skin_r0c0n0s0,21.1,21.1
649,  xmodel,xmodel,viewmodel_base_viewhands,143.0,143.5
650,  fx,fx,muzzleflashes/pistolflash_view,4.0,4.1
651,  fx,fx,muzzleflashes/pistolflash,2.2,2.4
652,  xmodel,xmodel,fx_pistol_shell,3.7,4.0
653,  xmodel,xmodel,fx_rifle_shell,2.7,2.7
654,  xmodel,xmodel,fx_rifle_shell_blur,2.7,2.9
655,  fx,fx,shellejects/rifle_view_blurred01,2.7,2.7
656,  fx,fx,shellejects/rifle_view_blurred02,2.7,2.7
657,  fx,fx,shellejects/rifle_view_blurred03,2.7,2.7
658,  xanim,xanim,viewmodel_default_idle,1.1,1.1
659,  xanim,xanim,viewmodel_default_fire,1.5,1.5
660,  xanim,xanim,viewmodel_default_pullout,2.4,2.4
661,  xanim,xanim,viewmodel_default_putaway,2.4,2.4
662,  xmodel,xmodel,viewmodel_desert_eagle,61.4,61.6
663,  xmodel,xmodel,fx_pistol_shell_blur,2.0,2.0
664,  fx,fx,shellejects/pistol_view_blurred01,2.7,2.7
665,  fx,fx,shellejects/pistol_view_blurred02,2.7,2.7
666,  fx,fx,shellejects/pistol_view_blurred03,2.7,2.7
667,  xmodel,xmodel,weapon_desert_eagle_silver,44.4,44.4
668,  xmodel,xmodel,viewmodel_knife,4.5,4.8
669,  xmodel,xmodel,weapon_parabolic_knife,8.8,8.8
670,  xanim,xanim,viewmodel_desert_eagle_idle,1.5,1.5
671,  xanim,xanim,viewmodel_desert_eagle_fire,2.9,2.9
672,  xanim,xanim,viewmodel_m4m203_knife_melee_1,5.9,5.9
673,  xanim,xanim,viewmodel_m4m203_knife_melee_2,6.2,6.2
674,  xanim,xanim,viewmodel_desert_eagle_reload,12.6,12.6
675,  xanim,xanim,viewmodel_desert_eagle_reload_empty,13.9,13.9
676,  xanim,xanim,viewmodel_desert_eagle_pullout,7.0,7.0
677,  xanim,xanim,viewmodel_desert_eagle_putaway,7.5,7.5
678,  xanim,xanim,viewmodel_desert_eagle_sprint_in,3.1,3.1
679,  xanim,xanim,viewmodel_desert_eagle_sprint_loop,3.8,3.8
680,  xanim,xanim,viewmodel_desert_eagle_sprint_out,3.2,3.2
681,  xanim,xanim,viewmodel_desert_eagle_ads_fire,2.8,2.8
682,  xmodel,xmodel,weapon_desert_eagle_gold,2.4,2.4
683,  xmodel,xmodel,viewmodel_beretta_mp,65.9,66.3
684,  fx,fx,muzzleflashes/beretta_flash_view,4.0,4.0
685,  fx,fx,muzzleflashes/beretta_flash_wv_a,4.0,4.0
686,  fx,fx,muzzleflashes/beretta_flash_wv_b,4.0,4.0
687,  fx,fx,muzzleflashes/beretta_flash_wv_c,4.0,4.0
688,  xmodel,xmodel,weapon_beretta,48.7,48.8
689,  xanim,xanim,viewmodel_beretta_idle,1.5,1.5
690,  xanim,xanim,viewmodel_beretta_fire,3.2,3.2
691,  xanim,xanim,viewmodel_beretta_lastfire,2.7,2.7
692,  xanim,xanim,viewmodel_beretta_reload,11.9,11.9
693,  xanim,xanim,viewmodel_beretta_reload_empty2,13.5,13.5
694,  xanim,xanim,viewmodel_beretta_pullout,6.8,6.8
695,  xanim,xanim,viewmodel_beretta_putaway,7.2,7.2
696,  xanim,xanim,viewmodel_beretta_pullout_empty,6.9,6.9
697,  xanim,xanim,viewmodel_beretta_putaway_empty,7.5,7.5
698,  xanim,xanim,viewmodel_beretta_sprint_in,3.2,3.2
699,  xanim,xanim,viewmodel_beretta_sprint_loop,3.2,3.2
700,  xanim,xanim,viewmodel_beretta_sprint_out,3.2,3.2
701,  xanim,xanim,viewmodel_beretta_fire_ads,2.6,2.6
702,  xmodel,xmodel,viewmodel_beretta_and_silencer_mp,71.3,71.6
703,  fx,fx,muzzleflashes/m4m203_silencer,1.1,1.1
704,  xmodel,xmodel,weapon_beretta_silencer,52.0,52.0
705,  xmodel,xmodel,viewmodel_usp_mp,69.0,69.5
706,  fx,fx,muzzleflashes/usp_flash_view,4.0,4.0
707,  xmodel,xmodel,weapon_usp,63.3,63.3
708,  xanim,xanim,viewmodel_usp_idle,1.5,1.5
709,  xanim,xanim,viewmodel_usp_fire,2.8,2.8
710,  xanim,xanim,viewmodel_usp_lastfire,2.7,2.7
711,  xanim,xanim,viewmodel_usp_reload,10.1,10.1
712,  xanim,xanim,viewmodel_usp_reload_empty,11.1,11.1
713,  xanim,xanim,viewmodel_usp_pullout2,6.8,6.8
714,  xanim,xanim,viewmodel_usp_putaway,7.4,7.4
715,  xanim,xanim,viewmodel_usp_sprint_in,3.2,3.2
716,  xanim,xanim,viewmodel_usp_sprint_loop,3.3,3.3
717,  xanim,xanim,viewmodel_usp_sprint_out,3.3,3.3
718,  xanim,xanim,viewmodel_usp_fire_ads,2.8,2.8
719,  xmodel,xmodel,viewmodel_usp_silencer_mp,74.7,74.7
720,  xmodel,xmodel,weapon_usp_silencer,150.7,150.7
721,  xmodel,xmodel,viewmodel_colt45_mp,48.7,48.9
722,  xmodel,xmodel,weapon_colt1911_black,56.2,56.2
723,  xanim,xanim,viewmodel_colt45_idle,1.6,1.6
724,  xanim,xanim,viewmodel_colt45_fire,2.8,2.8
725,  xanim,xanim,viewmodel_colt45_lastfire,2.7,2.7
726,  xanim,xanim,viewmodel_colt45_reload,10.3,10.3
727,  xanim,xanim,viewmodel_colt45_reload_empty2,11.7,11.7
728,  xanim,xanim,viewmodel_colt45_pullout2,6.9,6.9
729,  xanim,xanim,viewmodel_colt45_putaway,5.8,5.8
730,  xanim,xanim,viewmodel_colt45_sprint_in,3.3,3.3
731,  xanim,xanim,viewmodel_colt45_sprint_loop,3.8,3.8
732,  xanim,xanim,viewmodel_colt45_sprint_out,3.3,3.3
733,  xanim,xanim,viewmodel_colt45_fire_ads,2.5,2.5
734,  xmodel,xmodel,viewmodel_colt45_and_silencer_mp,54.1,54.1
735,  xmodel,xmodel,weapon_colt1911_silencer,59.9,59.9
736,  techset,techset,sm2/mc_reflexsight,1.5,1.5
737,  techset,techset,mc_reflexsight,1.3,1.3
738,  xmodel,xmodel,viewmodel_skorpion_mp,111.3,112.9
739,  techset,techset,sm2/mc_l_sm_r0c0d0s0,16.5,16.5
740,  techset,techset,sm2/mc_l_hsm_r0c0d0,8.8,8.8
741,  techset,techset,mc_l_sm_r0c0d0s0,32.8,32.8
742,  techset,techset,mc_l_sm_r0c0d0,20.7,20.7
743,  techset,techset,mc_l_hsm_r0c0d0,11.4,11.4
744,  techset,techset,mc_l_hsm_r0c0d0s0,15.3,15.3
745,  xmodel,xmodel,viewmodel_skorpion_mp_brock,1.0,1.3
746,  xmodel,xmodel,viewmodel_skorpion_mp_bshdwl,1.0,1.3
747,  xmodel,xmodel,viewmodel_skorpion_mp_bwmrpt,1.0,1.3
748,  xmodel,xmodel,viewmodel_skorpion_mp_cmdtgr,1.0,1.3
749,  xmodel,xmodel,viewmodel_skorpion_mp_stagger,1.0,1.3
750,  fx,fx,muzzleflashes/uzi_flash_view,3.4,3.4
751,  fx,fx,muzzleflashes/ak47_flash_wv_a,4.0,4.0
752,  fx,fx,muzzleflashes/ak47_flash_wv_b,4.0,4.0
753,  fx,fx,muzzleflashes/ak47_flash_wv_c,3.4,3.4
754,  xmodel,xmodel,weapon_skorpion,69.9,69.9
755,  xanim,xanim,viewmodel_skorpion_idle,1.6,1.6
756,  xanim,xanim,viewmodel_skorpion_fire,2.2,2.2
757,  xanim,xanim,viewmodel_skorpion_reload,16.2,16.2
758,  xanim,xanim,viewmodel_skorpion_reflex_reload_empty,19.0,19.0
759,  xanim,xanim,viewmodel_skorpion_pullout,7.0,7.0
760,  xanim,xanim,viewmodel_skorpion_putaway,3.8,3.8
761,  xanim,xanim,viewmodel_skorpion_sprint_in,3.3,3.3
762,  xanim,xanim,viewmodel_skorpion_sprint_loop,4.1,4.1
763,  xanim,xanim,viewmodel_skorpion_sprint_out,3.4,3.4
764,  xanim,xanim,viewmodel_skorpion_ads_fire,2.3,2.3
765,  xmodel,xmodel,viewmodel_skorpion_silencer,67.4,67.4
766,  xmodel,xmodel,weapon_skorpion_sd,73.2,73.2
767,  xmodel,xmodel,viewmodel_mp5_mp,124.6,124.8
768,  xmodel,xmodel,viewmodel_mp5_mp_brock,1.1,1.4
769,  xmodel,xmodel,viewmodel_mp5_mp_bshdwl,1.1,1.4
770,  xmodel,xmodel,viewmodel_mp5_mp_bwmrpt,1.1,1.4
771,  xmodel,xmodel,viewmodel_mp5_mp_cmdtgr,1.1,1.4
772,  xmodel,xmodel,viewmodel_mp5_mp_stagger,1.1,1.4
773,  fx,fx,muzzleflashes/mp5_flshview_a,3.4,3.4
774,  fx,fx,muzzleflashes/mp5_flshview_b,2.9,2.9
775,  xmodel,xmodel,weapon_mp5,89.1,89.1
776,  xanim,xanim,viewmodel_mp5_idle,1.5,1.5
777,  xanim,xanim,viewmodel_mp5_fire,2.1,2.1
778,  xanim,xanim,viewmodel_mp5_reload,13.6,13.6
779,  xanim,xanim,viewmodel_mp5_reload_empty,19.0,19.0
780,  xanim,xanim,viewmodel_mp5_pullout,7.5,7.5
781,  xanim,xanim,viewmodel_mp5_putaway,5.7,5.7
782,  xanim,xanim,viewmodel_mp5_pullout_quick,4.7,4.7
783,  xanim,xanim,viewmodel_mp5_putaway_quick,3.7,3.7
784,  xanim,xanim,viewmodel_mp5_sprint_in,3.8,3.8
785,  xanim,xanim,viewmodel_mp5_sprint_loop,4.6,4.6
786,  xanim,xanim,viewmodel_mp5_sprint_out,3.5,3.5
787,  xanim,xanim,viewmodel_mp5_ads_fire,1.9,1.9
788,  xmodel,xmodel,viewmodel_mp5_silencer_mp,73.9,74.1
789,  xmodel,xmodel,weapon_mp5sd,86.6,86.6
790,  xanim,xanim,viewmodel_mp5_sd_idle,1.6,1.6
791,  xanim,xanim,viewmodel_mp5_sd_fire,2.7,2.7
792,  xanim,xanim,viewmodel_mp5_sd_reload,13.4,13.4
793,  xanim,xanim,viewmodel_mp5_sd_reload_empty,18.7,18.7
794,  xanim,xanim,viewmodel_mp5_sd_pullout,7.3,7.3
795,  xanim,xanim,viewmodel_mp5_sd_putaway,5.7,5.7
796,  xanim,xanim,viewmodel_mp5_sd_sprint_in,3.4,3.4
797,  xanim,xanim,viewmodel_mp5_sd_sprint_loop,3.8,3.8
798,  xanim,xanim,viewmodel_mp5_sd_sprint_out,3.2,3.2
799,  xanim,xanim,viewmodel_mp5_sd_ads_fire,1.8,1.8
800,  xmodel,xmodel,viewmodel_mp44_mp,80.5,80.8
801,  fx,fx,muzzleflashes/heavy_view,2.7,2.8
802,  fx,fx,muzzleflashes/heavy,2.7,2.7
803,  xmodel,xmodel,weapon_mp44,79.0,79.0
804,  xmodel,xmodel,weapon_mp44_mp_brock,2.8,2.8
805,  xmodel,xmodel,weapon_mp44_mp_bshdwl,2.8,2.8
806,  xmodel,xmodel,weapon_mp44_mp_bwmrpt,2.8,2.8
807,  xmodel,xmodel,weapon_mp44_mp_cmdtgr,2.8,2.8
808,  xmodel,xmodel,weapon_mp44_mp_stagger,2.8,2.8
809,  xanim,xanim,viewmodel_mp44_idle,1.5,1.5
810,  xanim,xanim,viewmodel_mp44_fire,2.5,2.5
811,  xanim,xanim,viewmodel_mp44_reload,16.6,16.6
812,  xanim,xanim,viewmodel_mp44_reload_empty,21.7,21.7
813,  xanim,xanim,viewmodel_mp44_pullout,6.4,6.4
814,  xanim,xanim,viewmodel_mp44_first_time_pullout,11.4,11.4
815,  xanim,xanim,viewmodel_mp44_putaway,5.3,5.3
816,  xanim,xanim,viewmodel_mp44_quick_pullout,7.3,7.3
817,  xanim,xanim,viewmodel_mp44_quick_putaway,4.0,4.0
818,  xanim,xanim,viewmodel_mp44_sprint_in,3.6,3.6
819,  xanim,xanim,viewmodel_mp44_sprint_loop,4.7,4.7
820,  xanim,xanim,viewmodel_mp44_sprint_out,3.7,3.7
